T,FC,x1,x2,x3
1,1,3.674366080037183,7.491714756154903,7.406836602950594
2,0,2.915522636526346,4.478306373769753,7.41198467214744
3,3,5.653257788070323,6.121857939417737,9.614668423541204
4,1,2.4926016459289153,7.640721731852339,7.008982926542775
5,2,7.215294601842686,6.186768363417366,6.961128810173797
6,3,2.4536505641886635,6.536903784497582,8.558512899858673
7,3,3.072170547529025,7.362568814242091,3.1298106563056503
8,0,7.839914581254523,6.210663982656567,7.431975393467478
9,0,2.0794827842014327,3.2115129526883934,6.304671618738011
10,2,7.03224282950589,2.4942444978910623,3.5251920209439316
11,1,8.617154501303236,2.3503742140191757,3.667114260806981
12,1,3.3944156292266645,6.789200964683677,5.367997325839391
13,1,5.100946945522839,5.370715441327795,3.874513485078905
14,1,6.15691978872881,3.030442811179307,5.293744425943656
15,1,6.570246593029687,4.749587665466696,7.561385327344309
16,2,2.8669378450157668,3.104425554774046,5.255838903389416
17,2,6.076773917559048,7.175883651765736,4.92087202403287
18,1,6.078481541835199,6.101053452042428,5.079129308888803
19,1,6.717906746760257,4.734810821739784,6.841259564607079
20,3,7.971536669463268,5.237482511721858,5.675068129784325
