T,FC,x1,x2
1,3,5.537903279794055,5.124513720298554
2,4,7.403444769919103,3.924575991487749
3,3,4.169560390632355,6.323119220299254
4,3,3.1081999716963655,2.7168437972639676
5,4,10.849609383477521,8.128594282138774
6,5,4.193779485834167,7.670376815611425
7,4,7.194346532551117,2.5289982832485283
8,3,5.029304872190456,2.0604071559918795
9,5,7.272422920422118,4.233108732495985
10,5,6.003274461308945,7.04045672693401
11,3,4.568293908786999,4.749637967434988
12,6,6.852620534064521,4.295122914270797
13,5,4.753636819074114,2.6560456297144355
14,2,8.663509573037185,2.603125591125351
15,6,11.46014485510295,7.452754695856401
16,0,4.487167109416092,5.3187004004599805
17,0,8.28690583435736,5.380577245197854
18,2,6.529090320097296,5.271506868380403
19,0,6.31886067120815,2.5576160683257996
20,1,2.7527461387571073,5.251027221214263
