T,FC,x1,x2
1,8,4.906761808432542,4.7006211391019175
2,5,8.338585063261778,4.67121091178388
3,6,6.635352485676698,5.4718736148592555
4,3,3.81231862714983,4.5554381742776915
5,2,7.290032592567236,4.924437350093006
6,2,7.181895086727758,2.2003041479993484
7,3,4.094108189491901,8.240163975188226
8,2,4.489057183015016,6.107503684868407
9,7,5.155961458593108,5.687705701118206
10,8,6.884668692563048,3.9223057249209825
11,4,5.1849264620256115,8.044190664537929
12,1,9.641041159786749,3.109540304831996
13,1,2.9266683577243686,6.414276270484887
14,6,3.0367042225748664,4.099588400008619
15,0,4.9900882821195225,5.065125337859873
16,0,7.426731994767569,5.165138944816087
17,4,6.874353790239773,7.822452477992416
18,1,4.239091358552299,5.257236398582685
19,3,7.970851963430268,2.474141436511632
20,1,5.894844258995994,6.227309977410191
