T,FC,x1,x2,x3
1,1,4.9662039421390505,4.196585411104047,4.442177546638768
2,1,4.380761721352291,5.474527658721477,3.886319260908556
3,2,5.128655629195432,6.635196863650707,4.868565141345034
4,4,3.3607134547758317,6.683491101532092,5.934949506328205
5,5,6.839032548893401,3.3190398547956415,3.633189763139858
6,5,7.364607128043078,7.582755413578604,5.2088232055779695
7,7,7.388030420062014,4.128455573836153,4.113496248466985
8,6,5.457986044977505,5.783176749049623,5.293060710428986
9,2,7.367266906899191,8.975451007618993,3.0582297241449456
10,8,7.8756846540251475,7.169684001017041,3.4421026941328314
11,5,5.16502301274466,3.1283463807096927,4.112531264306742
12,6,4.575786804209763,4.206002363411448,3.693282304315745
13,8,3.5974155541657695,4.356676168438715,9.098551480763776
14,4,5.949998068438522,5.331332536065419,7.142899418464271
15,6,3.3585664452438095,7.668713350847601,8.109838561614842
16,5,4.089268938608048,6.431225498707898,5.475871573038282
17,5,8.182180822875129,6.004378182820913,4.453353889256775
18,2,4.100409753733892,4.43944858745712,7.549904399292598
19,6,7.349189581019359,7.430576035837956,6.2828987314852105
20,2,2.358782869108928,6.887289873402523,2.201576444109874
