T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,8.346674640497268,3.834859820254729,4.567011646461533,6.167619439097062,7.757903927827746,3.0346863800266384,7.130429218808516
2,3,2.791380200701547,9.648476364083136,6.544133809923983,3.0264121067748424,2.0572918570226304,4.548442293738419,7.180406984279834
3,5,7.732366700350229,7.453963806632739,3.265827784397662,4.44746836513948,2.482817914782888,2.397351893490937,4.438191607648331
4,4,6.796359280804529,7.925411415102898,6.96306374471131,5.342796564287671,5.976398118471301,3.1647089420031507,3.3161264413867473
5,7,3.4189007879113515,4.177237977257932,6.643881095488533,7.706288632384302,7.208878025082297,5.416782974998402,4.454946176102016
6,4,6.8251977159074215,3.531906273805979,4.243588748481766,5.420467288635003,6.444308046678367,7.119133375851337,4.17464916298516
7,5,5.972503494181975,4.156822511000316,7.133439930807575,2.1470880590351897,3.7696465393737637,5.126700494452917,4.279736613117265
8,6,5.976584176682687,5.077099660915925,4.619133148511672,3.110832936352357,6.086246480877797,3.4201606450750885,7.234156613163539
9,6,5.635189376919632,2.4297362569347745,5.141593511904915,2.9455451557783956,4.343849086993655,2.1128103367480895,3.789490871552644
10,1,7.477180706110647,7.105128102929237,8.72890986570964,3.4267508212784836,2.700509389179343,4.005086920993833,3.809076814340102
11,2,3.738190779038884,11.207943704408802,4.232881938987539,6.743552460170848,8.716962650395837,5.32250503795775,4.088272148743361
12,4,4.25330576933497,8.433526384662686,5.649982376387841,4.358019452779121,2.9742185438964275,4.252624382444858,5.938887348013255
13,0,6.336344288415752,8.541020906231141,7.056269440480741,8.526888185480082,5.680030850330978,5.696467496431202,6.097714033334044
14,1,3.57666168900972,4.443888229598436,4.476597247101408,4.246719917396749,3.509440075789336,5.090835314400072,7.119768489086551
15,4,8.103366375887022,4.276299423883602,8.253119829903016,6.696704247208359,7.4911680487449255,6.437735169284895,8.414101961328873
16,4,6.084729187799265,5.135326556164047,5.3784935057413685,7.395299239296107,7.081878954769074,5.805547693045812,7.547120258375334
17,4,6.869481338813534,6.40083698372586,4.478864944802803,8.427978197118353,7.698737452808818,5.125400469814966,5.204860884860857
18,2,4.700952789714813,3.1428436563678335,4.073880683108722,6.782674774270868,5.129916083819046,2.384274234191982,3.525018237889361
19,1,5.702743325738371,3.0310429613426986,5.675951921732839,3.6649539114754384,6.47822549014652,3.587901938345359,2.9453935481299314
20,2,3.0927900430646558,9.5774583185508,12.691879365509823,6.162464496829956,3.2331779480508134,6.878352592874597,3.939423085034968
