T,FC,x1,x2
1,1,6.660021991474645,7.254184619164209
2,2,3.102072734384249,3.564096048543046
3,1,3.9488301530238417,6.595305026591343
4,1,7.057675160681388,5.241894117234507
5,0,5.201692788322983,5.554311478827905
6,2,6.108216093499617,2.6258382247929832
7,3,8.092858804566404,7.324367402681334
8,0,7.010011251506174,3.791254434645391
9,8,8.128226593836162,4.278930907187139
10,1,2.4397894722781635,3.889837381533545
11,1,8.584242342280593,3.089807452762424
12,3,4.994937228441283,6.160395947705761
13,3,6.011351260201164,4.023681529560683
14,2,3.487095572941058,2.330772690812152
15,2,7.243643701133832,4.79381944897235
16,1,7.148332206712661,2.9588986708296874
17,3,6.345288657279933,7.907054875088341
18,1,6.07810735094802,7.417308066599475
19,0,6.004546541585054,6.646748685260628
20,0,4.786683432678851,5.356648222034887
