T,FC,x1,x2,x3
1,0,3.039574150340645,3.5125471290895747,6.156706311488728
2,86,6.190745196100866,7.314362940287523,5.759831062844485
3,12,5.447026275944287,7.092377072256465,3.7965099187535505
4,2,7.183372235457865,3.426629828237836,3.922437380845169
5,0,2.244192627863313,8.67343955784617,2.078936460656702
6,0,6.045971394855406,4.620700862485006,3.361828156916972
7,0,7.624172307141325,6.106338499718828,6.996560745381083
8,0,2.0506141047776523,7.452202451406573,2.2941811071691536
9,0,2.3274034669982404,6.403468004339203,7.196982407261127
10,0,3.7201031311702057,7.945421807407479,6.725769901616269
11,0,2.139239094757179,5.84081613963521,4.208457045161354
12,0,5.067749429020551,3.0367467548188043,2.1102050406280934
13,0,4.825161648087127,4.310156828058738,7.40769345331693
14,0,5.193162074956161,7.162977379031778,4.901727704987302
15,0,8.408304640844342,5.691651927108265,7.8456301304354366
16,0,7.985611582834225,5.726808649441603,8.198403566677413
17,0,7.038070420765048,5.946888515322591,6.108817555753903
18,0,5.2149727238291685,6.565844726975113,6.146532249871721
19,0,2.8986994761810454,4.337442029486137,3.084304885291709
20,0,8.50341817081168,5.4068694378683295,8.136611531201186
