T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,8,5.359985334842705,5.39221967805233,9.953334113914043,5.017650667925999,6.605218540678021,5.186195369091243,6.652307194794338,3.2657466452778143,3.447142110475209
2,9,4.720863939800327,2.602086367449318,3.8952487446609836,6.068987427477332,6.927772674265563,7.474907825568756,2.5970934330018123,5.039630165198792,6.943511029960172
3,8,4.206369317429877,4.108474503557675,7.585310090703071,5.221659917698083,9.319636783615675,8.310571699868312,7.859145440998223,4.48387407538292,6.607896324151928
4,7,11.099037707569174,3.1418931426124015,2.1955716505858414,5.388868237101795,4.5198211816843905,5.040782096888892,2.323540279589186,7.408515380582432,2.605156282494832
5,8,3.113922804636094,6.70614614093631,9.55339641262048,3.6895636378041603,6.034113076154707,6.156149381551414,8.16147537510579,7.171962381224445,8.04740716817988
6,7,3.752785486377097,5.558924787268454,5.248775897873067,7.270389595545603,6.955562974690734,3.824499712526793,4.190079113103485,6.011540031921072,6.545002995530389
7,5,7.5400362405461,6.414974629091555,6.438025156491174,5.453667186309753,5.104678710605015,7.4778938841784734,7.299985082071768,5.278253227338878,4.005978345936056
8,2,2.120599193332909,8.243735042237418,6.959608502064576,9.472415249988192,3.6310607912422763,7.661603813292466,6.047217087162855,5.163777365741403,7.764044918242957
9,6,3.1242994350731106,2.7487580914375838,3.5116646468481294,3.9290468783587764,6.0586077555104705,6.636356896996539,2.968032114506769,5.568748079212287,2.9752415921165234
10,2,5.2617024859304315,5.34856372494588,3.398870936099684,2.193132048162434,4.081001542348803,5.133998427307642,5.370234746912731,10.374762203106203,5.053269174498035
11,6,5.415472417095112,3.383330308939886,7.492126783739256,5.856775622650616,6.720201709173819,6.020752385379142,4.536838688218637,7.17824073794845,6.663367102183161
12,5,7.042871451124148,7.181719654518964,4.497094137067728,5.388991947628851,6.330573822954744,8.526766761906684,5.342468790193022,3.2973976749458918,8.313925698820373
13,3,6.492607851010034,5.2247176673866695,3.550246265482522,7.061630385023144,5.301036511845176,7.063383639506572,8.632005374373636,5.795977051580348,6.826320875293506
14,2,5.850744806192123,7.6641280658704485,6.32550148803443,3.717289037718583,2.994705248899575,2.018419659219098,5.76864935052414,5.994446031005058,3.0184108406471273
15,2,3.01467714712835,4.5606388794319725,5.704394087207557,7.007108801166981,3.7974591456797357,5.469204689193623,6.020054380548105,7.919856143388917,3.272362919701456
16,1,6.0339597516401575,4.138455015261742,3.5777364574667585,2.7772745806249977,5.72712792154249,4.32320847159431,2.5363203323690016,7.0013854826827595,4.48219661137469
17,4,4.5669811678369765,5.250811950853606,2.4251830288064666,3.246072796789437,3.0478018492710683,2.7337564031409243,4.667150438840356,7.4848005431106355,3.565071069734184
18,6,8.282093741142473,6.737780279810543,9.093045150356911,7.779657876791541,2.2114887659831592,6.639273879602367,9.566357336400856,7.576030080056658,6.023297707017743
19,1,4.088566463289956,5.556198806265082,3.034111335990145,5.13522598293304,7.9810442921200835,5.314966707931163,4.48112922243889,8.321642770806694,2.018230271816093
20,3,4.0103929002999,7.021030725442346,7.379693439246726,10.065644367596041,7.256490132401437,2.632722914161728,7.688674260277392,4.980925262932547,8.549931286460204
