T,FC,x1,x2
1,4,6.138945158283456,12.022439629355695
2,0,6.393744836900365,3.439228944563566
3,4,2.1940308691882624,6.0599908733903805
4,2,2.132852452939335,4.380758443437397
5,2,6.453509367924592,7.297274888047136
6,1,7.798076007312871,5.025941705403591
7,4,7.548782918953255,9.160849185070507
8,5,7.262037214070737,8.103177860364276
9,5,8.908419388599775,3.0917331578716793
10,5,5.897572552977559,6.708784753247615
11,3,5.076005241622462,2.4572532262697813
12,0,6.938529697886158,5.64760847321582
13,4,3.065567233779248,4.956571783013445
14,3,4.3168732585957414,5.346021862843613
15,3,7.270043750322951,3.5644821491526866
16,6,3.4829407407052058,8.304481580770911
17,7,8.752796466269274,2.373292112739178
18,2,9.065144492038304,6.243851663673261
19,3,7.255149957440972,4.331058734189439
20,2,6.681055209412778,2.843111827207885
