T,FC,x1,x2,x3,x4,x5
1,0,0.05,1.3,0.5,0.00969831469411322,0.6532543579216915
2,5,1.0,17.8,2.8,0.8537570744260295,6.5538629947358995
3,3,0.19,5.0,1.0,0.0019584419134509447,1.6787044531719886
4,4,0.41,1.5,0.5,0.30339393934574993,1.1524563111510195
5,1,0.32,1.5,0.5,0.16166210901775283,1.423724744754895
6,2,0.61,3.0,1.0,0.3850983663344186,0.743260710094083
7,1,0.32,3.0,0.5,0.05290477013597503,1.4837627925627368
8,4,1.83,8.0,2.5,0.40481932380906,5.941619481251521
9,9,3.01,30.0,3.0,0.9072645606380645,11.452425152417339
10,2,1.79,9.0,3.0,1.326970525760923,6.5254785222468294
11,3,3.17,25.0,6.0,2.257335320211492,15.054552948516314
12,1,3.4,15.0,4.0,1.634150650184277,9.725518819618518
13,0,4.2,15.0,4.0,4.03817596589385,13.765728325670466
14,0,1.2,2.0,1.0,0.4468760749120098,1.1093571534792879
