T,FC,x1,x2,x3,x4,x5,x6
1,2,0.05,1.3,0.5,0.011887148734672587,0.9085124944832994,0.11839184581746648
2,8,1.0,17.8,2.8,0.13593518051781606,0.24802095607900662,0.6834918168528404
3,9,0.19,5.0,1.0,0.08624428101941115,0.2208401132181237,0.1339998777952368
4,3,0.41,1.5,0.5,0.2666989588842185,1.3859747995717555,0.08107422070916459
5,3,0.32,1.5,0.5,0.13621308189469475,0.9372587814040103,0.2605182986515283
6,1,0.61,3.0,1.0,0.27564539944324534,2.229531930317621,0.7239140193418961
7,3,0.32,3.0,0.5,0.0372156047744592,2.674253829678845,0.4349806685447808
8,2,1.83,8.0,2.5,1.5417827068901522,1.067872114063431,0.7448722272368591
9,6,3.01,30.0,3.0,0.35535405296577915,2.6698188935382117,0.028177597972231738
10,5,1.79,9.0,3.0,1.3963936413118394,2.6571680494272534,0.01330310196426332
11,5,3.17,25.0,6.0,2.372047912756838,1.6779304189622675,0.4794057069022333
12,2,3.4,15.0,4.0,0.04837215447584524,7.393172226652659,0.6123178361805204
13,1,4.2,15.0,4.0,0.17064023007098506,0.2825939094614244,3.571965546704214
14,1,1.2,2.0,1.0,0.9697820665295449,1.9201724067659132,0.33748087367836865
