T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,3,0.05,1.3,0.5,0.019392114587631504,1.0718708143705789,0.13514662336866884,0.004461743426868898,0.7202578365794496
2,8,1.0,17.8,2.8,0.22647792455163596,7.402354346983487,0.984920831636999,0.29524710110705654,0.6613210747478447
3,0,0.19,5.0,1.0,0.05163121622721267,0.8133277803509104,0.2085172823576067,0.11979344364372925,0.30068897196876276
4,3,0.41,1.5,0.5,0.3632352365828917,1.0156457312530858,0.08616813300906123,0.10388077956017265,0.18790855442425874
5,4,0.32,1.5,0.5,0.12120925331524333,0.09520708208994516,0.17848277005629104,0.11306305875191708,1.3613854638532032
6,1,0.61,3.0,1.0,0.2472385469550762,1.3463982182419791,0.282527534261964,0.2198619727352013,2.1151603284862834
7,3,0.32,3.0,0.5,0.033871692132664395,0.855990218169608,0.13863041541654358,0.11654506963779085,2.692608808162613
8,3,1.83,8.0,2.5,1.4080487797889683,2.529123331987332,0.7255014168244476,0.3161880841931068,0.12082647848193062
9,6,3.01,30.0,3.0,2.9263079094420514,4.933924395405231,2.4356885633289305,0.6681679668231847,14.853978821047761
10,2,1.79,9.0,3.0,1.3347541637281555,2.9933005454140864,1.0418060820055064,0.8331122372926681,7.3711051298685435
11,3,3.17,25.0,6.0,0.7451420814128025,22.48345769969538,2.245240397193732,2.155179282678232,13.861105057964975
12,2,3.4,15.0,4.0,2.926992348181559,6.686926860462583,2.59753772401666,2.939321045833762,5.973917854247891
13,1,4.2,15.0,4.0,0.4577435687471417,7.9751745058688925,2.9175984258932064,1.6596546848594722,4.409353458810282
14,0,1.2,2.0,1.0,0.1310291194888435,0.8599866550081607,0.09549842608560644,0.8471267944791036,0.5360901657697361
