T,FC,x1,x2
1,0,6.101576243298828,5.571393026178353
2,0,4.180739937276807,7.2925531757405
3,1,4.9150489750238915,10.121355716559934
4,1,4.309753073541282,4.461370407451052
5,3,7.093388768173165,4.639249386862511
6,1,7.220165428260017,3.4825437116299907
7,2,7.628593168229025,6.319854964577433
8,2,5.295066199214428,5.383679253566204
9,1,3.1292652362596893,5.432304082495727
10,1,3.091384581051554,5.730579249030721
11,2,6.523556616251216,3.2851388033912006
12,0,6.446010675514731,4.804885158375788
13,1,7.243014677255258,5.685742262485739
14,3,4.792440449871319,5.527522525915709
15,1,2.1637537000187628,7.469525499572234
16,4,7.185643586310881,5.985918501659888
17,2,6.819185655885456,8.052509594702254
18,3,5.510724534173745,4.15045470054252
19,1,4.211397381210903,3.5284671170209956
20,5,5.3981148596464825,4.342741440550435
