T,FC,x1,x2
1,4,6.354476064221385,5.546605768622516
2,3,4.759940461105518,6.5085893280089975
3,1,4.312849614850901,6.712566587323866
4,0,8.237859471051031,2.53196448203284
5,3,4.8699082259297635,7.737027923143551
6,2,2.844758157929146,6.190056471012368
7,1,4.554043612432494,7.036929172519454
8,2,9.77474765122548,3.4356420760548687
9,3,8.494707381561323,4.980726324504401
10,4,5.277037992262386,4.1988095450025025
11,6,4.150517970213328,8.106165983659162
12,4,9.522188281424224,9.177560720756054
13,1,7.181383763917254,5.818063996573206
14,4,7.402338827082451,6.448845772384454
15,4,4.555336161360517,8.6652047097029
16,2,4.926490064888127,7.459843097262306
17,2,5.160498855780892,2.4103759472852033
18,2,5.021616136040622,3.099962870059394
19,2,4.07698269735825,6.086873359472299
20,2,5.237891672677721,7.219792060524861
