T,FC,x1,x2,x3
1,4,2.3822466220941365,7.835348595603786,5.87729187190715
2,2,7.133407859922707,7.428160637291965,6.9596609756360674
3,4,5.24452966708583,7.018213032910255,7.068216256046027
4,1,3.4919524162739055,7.30108511494387,7.118591565150429
5,10,7.2093167771326945,5.744852817890287,5.21773485963277
6,1,3.111458234096534,5.196639654729407,6.101538643010846
7,3,7.651959355450635,6.271627022160002,5.313594896388109
8,5,4.1549848119016675,4.067731894306406,7.027699064257545
9,5,11.174108087018086,6.152998071205663,5.875852123448971
10,3,7.053342945022258,5.31057010406671,5.223930176040679
11,4,5.556533512994077,7.072805590447603,3.4051631451985744
12,6,3.797780116236514,5.956285455797675,7.0659126258945895
13,4,3.5753947119989413,5.136937401385733,5.576913950390334
14,0,5.495707753101805,3.082397402624083,2.428688249001169
15,1,10.55751556522302,7.908489284251822,6.774861474455422
16,3,7.1501982061367135,7.091835099104648,3.436119926247117
17,4,6.680841377332847,5.8442019839362525,2.2271857392024934
18,4,4.332740678027919,3.3886579274479356,3.1035905032515743
19,1,4.8898613525609775,2.5241029255141503,2.537904123404775
20,0,7.931675044290952,5.692832142127805,7.9498795570808936
