T,FC,x1,x2
1,0,2.6986952165594422,6.801151515068733
2,4,5.620524224823316,6.813148574464673
3,3,4.009164035424124,2.9639267093975166
4,2,6.441720236817659,3.5419703527850337
5,3,4.907419012680876,4.825983732180069
6,5,5.619731779170594,4.140544429751399
7,4,7.822337767322524,3.043375586848291
8,4,7.369684753401362,8.89741522777749
9,3,4.863719018256397,4.171370583558238
10,2,5.321718241429009,2.4156528168513227
11,7,7.300871531951357,2.3980735136693747
12,5,8.325555248670407,6.140670015803762
13,5,4.575009804047183,8.571495833138076
14,4,4.753038113247216,4.435760028578865
15,4,6.811615539804162,6.589560862902854
16,2,6.548396966781203,6.0396707587438785
17,3,4.470153595555169,5.394716479796129
18,3,5.167671170750416,2.2441165006216433
19,1,8.004248813236664,3.389039111618853
20,3,2.562349553811112,5.120393525549877
