T,FC,x1,x2,x3,x4,x5,x6,x7
1,3,6.392672461649191,5.443995383364278,2.1696224748066304,7.130137134617355,10.418384431407848,4.250649025323428,4.479303130851061
2,3,6.034900476020996,6.189242693888967,3.1125865957602765,7.260169190623707,5.946532954158367,5.345845783188137,4.744294748231153
3,3,3.591467985830614,3.4817996266414286,4.973850314630772,6.150224542493523,7.296323869954912,9.252000370004072,6.045826842873338
4,3,3.1285080031754866,7.1442954681573845,8.861638517321737,7.9094805198130755,7.598865465788727,9.61363203378818,4.04258598007237
5,10,8.281087576340475,6.259167713513611,8.016670469982476,2.518865292577762,7.223914996581842,5.176923963686551,4.960294836427368
6,5,6.718371995138385,6.9147560454151895,5.365480408209693,4.2359850119022004,5.747353291881102,2.1165616716723137,6.8988756018739235
7,7,7.913776577477886,4.053881282501368,5.159721658771934,7.41444398545435,3.7701880909619834,5.150532038434505,7.020804791509369
8,3,6.481719896161727,3.8519215741737414,5.488330432929306,5.6470729712834125,4.004456528114538,4.8778356287228135,3.4834783752564955
9,5,4.13810749245107,2.112516742491315,6.66751266566343,3.1210227728951345,10.83320538800176,7.984155485472536,5.721469366623573
10,3,4.650010097925504,2.3144044562643873,4.319905955325784,6.763425569274289,6.280939099790444,5.034525969599448,3.3759582249805224
11,4,5.76559568150359,3.245291296729666,6.632783584963516,6.2405392981140615,4.350026424444479,3.2704077829448504,5.309676224818837
12,5,4.09144275627455,3.5267947067079124,7.9094431520370705,5.202052760857624,6.56632722412896,6.0973524793388085,5.261229293322207
13,4,3.620719152309939,7.726913143216908,4.274309258117816,8.40920639189717,2.810305772279033,4.312896261644828,5.016069374637217
14,2,11.331429195520052,6.341325836848944,5.175495095960733,2.6906536041925624,8.25072911696611,7.26101869429841,4.803715507364673
15,2,7.358887726219981,7.083452708079642,6.963555650693422,6.329808731553781,2.8311205943843443,3.5368869115921564,3.350821880397137
16,4,6.43845104916619,2.1975397295933448,5.734671760293287,2.6305857275336666,4.439066636915348,6.310924876827629,4.217932605156661
17,3,6.475821716260937,4.342086633902216,4.306728532106161,7.345555265974509,4.516364981312348,6.187819513254718,5.840991115127265
18,3,8.07527721681782,2.757609129363557,3.021018797993711,6.932424989394258,5.303241226802574,5.72734978082342,4.182088879010536
19,0,11.712116246974634,6.752546553138106,2.3128450279250807,5.190121423964996,5.432046829762205,4.741779523351596,8.445400982708222
20,2,2.0288242529627984,6.1683862683117905,6.009808088362273,4.15687482801252,8.342589565178377,7.417961673866674,4.170577168328848
