T,FC,x1,x2,x3
1,1,3.0311537565216,6.539441260468581,8.065831963447668
2,73,2.4877444333513914,4.091393646288174,7.16898196097832
3,39,5.609326887899304,8.420405119721,2.5136721556781376
4,8,2.1803536080072266,7.361830935898137,7.783583839194115
5,1,7.58413545386907,4.5677459989272755,8.391642150092455
6,0,4.275992345169408,5.560654183477933,5.383844138479334
7,0,8.187248513310594,6.094720750049576,7.509146014904615
8,0,4.562855260082543,6.060822173832707,7.256123979749652
9,0,7.681185059524942,2.9250685883149043,5.482134290098783
10,0,3.0702880551724454,2.9322657214944985,2.1027182946851948
11,0,2.82493843972658,5.966176298816827,5.136569557558406
12,0,7.249873886980716,6.075378040734467,8.340429605887605
13,0,3.0717466063471996,6.74384459420937,7.249140220629011
14,0,3.1261707522115385,3.3024637731769273,6.569346846048417
15,0,4.363877803356073,4.729626903013216,5.670958577729028
16,0,6.363837232022227,4.480734822997614,9.211404637292429
17,0,3.9698358762828256,2.422270101864223,6.517981598765232
18,0,9.457702194669693,4.276000481047665,4.8726191802036904
19,0,6.25203463711479,5.021462547403083,7.250060212052552
20,0,9.478654282275794,5.810920543581037,10.50644078923775
