T,FC,x1,x2
1,2,7.1970447978481635,2.5600537225929023
2,1,8.936071573495616,5.83976717239001
3,2,6.565765630510326,5.320028157926268
4,4,3.8981096259501773,3.4620349880600454
5,2,2.125010890356546,5.028532487464996
6,3,2.8751831070345713,4.855920272052354
7,1,8.976825875186153,5.160988788739312
8,2,4.489367026672164,5.047153175267579
9,3,4.903516780525628,3.4549688009799553
10,5,4.409177404249507,3.1435600324630286
11,7,9.014085848393021,2.153159092368582
12,5,6.4573061668130345,7.214643876675292
13,6,4.959392067247275,2.558665122493527
14,1,7.803821424244648,7.098101324475231
15,5,2.747807467965893,5.214271794872363
16,4,4.37799562887789,4.2531556224810245
17,2,8.40055484137789,6.10392127785647
18,2,2.447370791853943,5.310761723411372
19,2,3.247696303870877,4.020949452060088
20,2,10.727949436510745,5.820339402961582
