T,FC,x1,x2,x3
1,6,7.120324389975537,2.1076977829509325,4.7055577221138725
2,6,7.497802980121913,3.721624835411286,7.289444717129974
3,2,6.328466306616053,7.1920070001425636,3.2571611138640524
4,1,8.272315301796697,6.048278894972739,3.400544407491548
5,7,5.782547151455037,5.715474236213006,8.045697938282963
6,1,3.093695038253592,5.689504222453255,6.158366460314425
7,3,2.0113197226683286,6.134574723573409,7.315414382505214
8,6,4.043324850844359,5.054676143938314,2.3202132132924906
9,4,6.89486409402366,3.025455354470339,3.895240631890282
10,4,8.263498142710102,3.095738719393681,5.282771929641058
11,0,3.374881164758386,2.363971362911849,2.293506210974105
12,3,4.060577823991972,2.6932965717067234,7.087674818845607
13,3,4.240257152854449,6.669917784206249,7.167103887342719
14,3,4.721555576709727,5.514012404873226,3.2151673160950365
15,2,2.958073773710967,6.335581680206543,2.807818913797275
16,5,7.241983587534469,8.43188229111753,7.537081237170316
17,2,7.136425216001243,7.046311825871943,2.3252401408098025
18,3,4.521250901985034,4.868893455441203,6.099832216124633
19,3,4.282471393255747,2.3706241724785295,8.044402807768005
20,3,9.578010169554119,4.8607177632245335,6.1397247274812585
