T,FC,x1,x2,x3
1,2,7.849240681516952,6.150708872155625,6.541095679475175
2,0,4.957315131289271,6.1101279456776085,3.1301568461496396
3,0,5.330071060748657,9.870228943989918,2.5358683902426105
4,0,3.020280841124513,7.141278648071027,6.699148608220598
5,0,6.3418175702488675,6.192397427481401,4.101763449401433
6,0,3.2273432972079252,5.172355338425409,2.73125936625357
7,1,5.173944352902834,7.436619226801237,2.2354752281013606
8,0,2.1158252735198775,4.333344039280686,5.9468272081160665
9,0,4.66742776062097,2.2854965778578578,5.0977549219805285
10,0,7.891358260156181,3.1413637525298057,4.183157936515863
11,2,4.282616348284548,6.599105367348077,7.859630751910698
12,1,3.4904558536872963,7.548303650389114,7.165831425626791
13,2,4.077594440654095,6.667478799191878,6.170741388522517
14,1,10.21981839357517,3.015948935966059,4.370442797042282
15,0,2.348874635363162,8.67026162591021,8.348620727166299
16,0,2.102544590118137,5.2448729952890405,4.237528377161771
17,3,3.65670440071049,6.206084301256521,2.672525167954709
18,1,4.451390483534845,9.035631491665423,8.353353878796211
19,1,5.8632556246095975,2.1129875439449584,4.222372090633976
20,1,2.3404827516303115,6.535503642796058,9.505892100708117
