T,FC,x1,x2
1,2,4.931805037100543,7.76429894630563
2,5,4.168144406553124,4.675099750950575
3,2,7.270878589984804,7.212038447201573
4,2,7.011678529236923,6.500167491620485
5,2,3.0634165532736417,4.687183254202671
6,2,6.209775582599535,3.127856863288989
7,4,2.875391397823167,4.380809161683439
8,7,6.2910476449611945,2.0841485471049688
9,7,8.989889378688824,4.514918868628125
10,4,6.030598997039677,6.042699730450672
11,3,2.381140291538418,5.339478620174175
12,7,6.427663465174945,7.432542936330329
13,3,6.716334804875704,5.043764543519455
14,5,8.192792912629104,7.68782314981433
15,1,6.8108426109861755,3.5890378966628003
16,3,4.300482415194615,5.581679676287452
17,1,9.080341479989482,7.116092403162656
18,3,7.208393677219638,6.083323248172412
19,1,4.148000303519848,5.4843632524853785
20,1,7.436722099839328,6.966850262840343
