T,FC,x1,x2,x3
1,2,7.853026823100118,7.5681074671364374,7.027679876603691
2,3,4.208748434984929,10.16560569113705,4.292069528748027
3,3,6.1331577816490785,6.08377372060624,3.495144547469405
4,2,3.982969267481364,2.046842746376447,8.130801947341709
5,2,8.151020300606366,2.476003938868799,8.479587589324456
6,2,11.6168812860215,8.792724232944085,6.961587767266659
7,1,2.7787335886794864,6.3783454656062215,5.112093063953726
8,2,4.696485471288489,5.986399721327501,8.607851474234199
9,3,6.599027458168079,2.004107616277978,8.019802444864263
10,1,2.1266590835481876,4.492177353478486,7.041649117222823
11,0,7.651925645872865,7.197876181454262,3.163167062133347
12,0,4.9874689490159065,8.238058749564878,2.830177218119888
13,1,5.225011078086969,4.669761907928623,5.720525792274757
14,1,5.922969309252316,6.253868919885327,7.222366987229027
15,0,7.062514478251008,4.049414743551426,7.004128246782224
16,0,5.130711466070946,4.1533926714010505,6.745177373944466
17,0,9.319717080839347,4.1454651530020685,5.61057947105032
18,0,6.0337811853371335,5.398140596395955,5.224418475372035
19,0,3.043450193880883,6.775453082238542,3.0334701826902934
20,0,7.863185231067786,7.41113195863251,4.521840397565506
