T,FC,x1,x2,x3,x4
1,5,6.476037389780717,3.402477369888444,6.045293162626263,6.02124243861787
2,5,2.655079659115072,2.8770648355631865,6.11334070642542,3.777191786398301
3,1,7.427641421964234,4.0100964417772555,4.528209791184036,2.334309344736371
4,5,7.248904232343776,4.300218335434235,5.015259144150887,5.634209368542832
5,4,3.676074959651037,7.2558260158770045,7.551252309201303,4.330489399551103
6,4,2.2663586351717293,6.235172027450214,3.7860547981065924,7.1812238094890875
7,2,7.015251167984542,2.2054240211999603,3.21242847290726,2.8872324705427572
8,3,5.064810313379699,2.6629130674067243,6.217461201713741,6.966114977377501
9,5,2.0643802807279665,7.738134848689031,2.2925255803372786,6.935500136379606
10,5,6.112478873297253,8.142000268787623,8.178516275325801,2.711432777985808
11,5,3.117640622222194,4.189171219521814,3.1357846087465346,6.21308246597573
12,3,3.4792945023696804,4.834356809818838,5.572693033797399,3.858911218123999
13,0,2.099105291670113,3.578075093583432,3.451752970360385,5.0675927096125735
14,1,3.4006315250262382,5.068408844477616,3.7794862232748976,5.170023742736243
15,1,3.4601917472629378,3.7739019466125496,2.3213446512328204,5.0540914851980885
16,2,4.360144851711905,4.743906534657578,5.93335461046555,4.38771976356501
17,1,6.566483713584499,4.897479532198614,6.040161461439457,4.111832896125658
18,2,5.377280803312451,4.920573659215064,3.354489311687364,4.537508033554046
19,0,4.246737415886702,7.541138939803778,4.264275427204495,6.80827254129513
20,1,2.612397346439249,4.720360481154096,6.07566825812131,2.6498870568803827
