T,FC,x1,x2,x3
1,0,7.920465702430536,3.781651653812342,10.997818414986405
2,0,3.3364385666403327,7.6154863281426515,4.146888061013744
3,1,7.662279410385149,4.293045239426633,4.190536239729471
4,0,7.274252409508361,6.1995650154129525,4.644430326376484
5,2,6.6793790831342585,5.219660385033489,3.749680135410911
6,1,3.0540271227245235,5.296599466654494,7.853014207355676
7,2,6.291764485494868,6.106411079430437,3.89898243261419
8,0,5.038834032809802,3.2899104720366923,4.2805811486657195
9,3,2.438710539329168,5.554982907361276,6.710706736855705
10,0,2.3519092246868607,2.0516207839270453,2.583020312714834
11,2,6.1837754336904025,7.8545043517180435,6.987806184570484
12,1,7.238037437023442,8.558581739480267,5.214354722998317
13,4,6.929285978096785,7.228944048401496,3.553490825920817
14,5,4.9559230373990735,6.10117382190846,4.8801481146982955
15,2,7.255039410391779,8.391132514672648,5.404107406707735
16,1,6.039249269708004,3.4132460000791625,6.840426890492832
17,4,2.032340598339078,5.010409151919283,3.1176565354301986
18,4,3.6669323518322905,8.990335255311855,6.210798400029317
19,3,4.015748647994833,5.222141233205267,7.152080032454331
20,2,4.534142911716107,7.593837549220273,3.341443732470343
