T,FC,x1,x2
1,4,6.234153477858358,5.5135269762911605
2,0,2.4033312633266153,4.600730549004437
3,1,2.2055954547377037,8.84637875649826
4,1,7.1721595119991886,5.239030449336506
5,4,6.9308317778582165,8.04933061558232
6,2,8.917801202459158,3.3516429596748902
7,1,3.090802627375127,4.381582448631564
8,3,7.709012960588251,4.056824911052856
9,3,2.528980971185494,4.631087659908643
10,1,6.208469883552862,5.019572284566322
11,3,3.551373209031131,7.353410721029977
12,2,5.848104702576768,7.019888521968879
13,1,7.169130611271081,7.642638981982143
14,1,7.074108171710171,5.981947478546245
15,4,7.235362566616671,6.034597959328135
16,0,3.019961750715109,8.688724650658251
17,2,5.884280244751674,7.241553050459778
18,1,5.47423738269858,6.147108877248215
19,1,2.840888699224185,7.0149177597971235
20,2,2.298892895884416,7.260327120674594
