T,FC,x1,x2
1,0,5.304419025060171,5.186178632466942
2,0,8.003400317580489,7.162118678941374
3,1,4.8624459996427705,4.263592452149457
4,2,8.321079279972126,4.127503969907462
5,1,12.469845217480469,3.916318460027875
6,3,4.509500451930106,5.525877379676126
7,0,4.45629266234178,5.03893189992319
8,1,6.5572561760395445,2.943027467517069
9,0,5.166749092410868,7.901512759448649
10,2,2.5460407066706745,3.115017962647732
11,0,6.72327828640615,7.085078516328105
12,0,8.224518482643592,6.621033938540218
13,4,5.963329956551213,7.369989727575291
14,2,7.7181585083515225,7.817575585111885
15,1,2.062451794379077,2.290017058993026
16,3,6.566783297747503,4.096779675726557
17,1,8.851176704008743,7.428006818263374
18,2,7.138008322066362,5.994842046686497
19,1,7.861394204047422,7.07998239211589
20,0,2.338284833423866,5.650631970045302
