T,FC,x1,x2,x3
1,3,7.04215048770085,4.763628851726543,6.04853633676857
2,1,7.411988506068907,4.293879539434349,5.142721923697304
3,3,3.3159939944309134,7.637224381396459,7.3440843984624316
4,1,2.479435095204753,3.164904706650626,4.256917427322919
5,2,7.709808453948793,2.312755367163177,4.069072607086628
6,0,8.229135355640183,6.057046475422922,8.045240705465346
7,2,4.591897315829207,7.179564477952928,5.434939526040035
8,5,6.430601202583103,5.284103207053323,5.169546323048014
9,4,4.225997766738039,8.819361529114207,4.49658380369295
10,1,3.8017567142328414,4.389311106288019,5.096012123764375
11,3,2.519425499935871,5.730022449292967,8.80516295176987
12,2,7.13711007209103,7.206306110858339,5.734534154818609
13,1,7.405125687718479,5.166308495610695,3.0873370050652658
14,0,3.548340747788538,2.436778330983137,3.9471979937345516
15,1,4.765654950940335,5.223284965023847,6.7139150194030455
16,0,5.842149223188517,9.176650211330308,5.775093712300642
17,1,7.73686396425929,6.0229948423812285,2.060394155829041
18,3,7.631507560597492,10.087199127365288,5.004480357594255
19,0,2.6160467395102756,3.2459763215865234,8.099377221643493
20,2,3.474374356067425,7.164834162269051,5.6598966573614895
