T,FC,x1,x2,x3
1,3,6.41039198264509,4.559143609316111,3.5064679793715796
2,3,4.6370947947844945,7.12516403424692,9.876285471728252
3,1,7.521216787568336,2.587313406594605,2.5651607888444374
4,2,6.078356332312357,5.205844501249907,7.237221225433227
5,1,5.792647294719802,4.6599568040688295,4.12346115325449
6,3,2.1263028486779403,4.794028860513456,6.073412719680145
7,3,6.141167864409474,8.844790595791064,4.229250895878529
8,4,7.059545149116989,6.041106358770292,5.440432116001203
9,1,2.6400239517470254,3.213013082976104,4.171994681152183
10,2,2.850771722086404,3.795176001954087,2.5197420787056437
11,5,6.195527476878085,2.9753618320602744,3.3733276872737434
12,5,3.34935110939417,3.788152249314197,2.4044489902289268
13,4,5.011209192928167,7.174590840173178,6.560967107177799
14,3,4.738519480447046,5.716528229082128,6.8563304742958175
15,3,6.425734344796045,7.14729141917748,4.102365123075923
16,3,5.433186656956332,4.759424153049478,7.980486849620492
17,3,2.1040509490126262,4.132797177513796,6.587432554283679
18,2,7.487556445360843,7.377563254007136,5.966585100755229
19,1,7.409709122552414,5.673668812834245,5.596143100104878
20,3,5.339007905553928,3.0189064741512817,2.228077013341337
