T,FC,x1,x2
1,2,6.092513303748369,7.971172442164385
2,54,4.762830780295886,2.0645651258573174
3,38,4.811953503607865,6.346512241350853
4,5,7.273836310104264,7.804660673616788
5,3,7.411749631732045,3.1629990933520364
6,1,7.967672745539821,4.868594291582304
7,0,4.799584616588829,6.311858673501653
8,0,2.6136738387532747,4.817553169885025
9,0,7.026850927722654,5.013473721232042
10,0,3.2146190383285385,9.075414166199492
11,0,5.29340496613601,6.418565630292188
12,0,6.159441920754097,2.947003915811853
13,0,6.834108268814949,2.082297961436546
14,0,5.151940943543394,6.998974918398401
15,0,4.85545278945307,6.366654162986148
16,0,4.663732853638841,8.995890196840623
17,0,9.559518327557566,2.9697726288363575
18,0,6.961868329630695,5.176002783482004
19,0,7.3009818090888325,2.0632370777052675
20,0,2.102068101992374,6.321416536594624
