T,FC,x1,x2
1,0,6.639073828287199,3.5407584633319202
2,67,8.163876277466102,5.4072685606318585
3,31,4.199686148860651,3.7890275743007953
4,10,5.34713457170638,6.40297720586575
5,2,7.553717531464508,7.2770726323728026
6,0,3.0609422272566302,8.375801639710076
7,0,4.881380105611896,3.004365373571451
8,0,2.151506223494026,2.4412758401272816
9,0,5.37037073657999,9.986331265454432
10,0,2.6251070270528083,7.0678028533270085
11,0,5.449939236652615,5.297169591039137
12,0,5.495361668883495,4.615933747522867
13,0,7.262665308610208,6.802740493548713
14,0,9.100300089251471,7.6682199565879285
15,0,3.058235206390966,4.332098621304945
16,0,7.188093346306798,7.859933323328106
17,0,5.305389947416948,4.10825980485078
18,0,4.1450641140577495,6.6105629973153235
19,0,3.006478204616063,7.647653538658078
20,0,8.461220058190335,5.010682204094822
