T,FC,x1,x2,x3,x4
1,0,7.7305898541515194,6.089348453134018,5.089768095740158,3.494871975653418
2,2,4.794922114834896,3.6135375405660977,3.0122212190925293,4.583527264028968
3,6,7.169251733584371,8.312383819879262,5.028917183272809,7.747305568819099
4,5,8.847741374274623,4.32925223963735,6.105889466512111,8.3712767942712
5,4,8.906373796565168,3.4040432300167858,10.469927916946219,7.023821831625797
6,9,6.625635187095696,4.280183003450914,6.531601735167642,6.0274551703597785
7,6,7.007713794602191,2.988944064888641,4.755804436279374,7.235876649321117
8,8,3.6872307181974184,6.18565896783922,3.0224722888703006,2.727496387143047
9,9,7.149899157566676,9.232300105949573,2.052120910528339,4.194240114780516
10,5,4.8317331039529385,6.23652074056917,5.078393080264571,2.4687079714268245
11,5,2.3995509423099253,4.344448592271127,7.020719658153401,6.498418760294672
12,4,6.024648484261432,5.275664605981748,7.455386441768598,6.978216195535156
13,9,4.141411408521323,5.045708144718235,4.20308959251643,5.040784987472658
14,7,3.165123660985741,2.7455337780494227,2.4045309830423527,2.64832715247958
15,2,7.0472833845863825,3.3523507274509647,5.399830705735973,7.487970649056823
16,2,6.261372012484122,3.3021377107499377,2.3858721274701966,9.860289469918705
17,0,5.9543881448813645,5.396942204028876,6.4824928273510505,6.38109612265864
18,4,6.6738077264432185,7.036712155833928,4.090314657728074,3.587249124730498
19,2,3.6075345923887183,4.385585683513283,10.565896783489025,8.099937178425932
20,1,3.7102288848329494,6.416343508491666,2.2820194028164953,9.22065665797124
