T,FC,x1,x2,x3,x4
1,5,2.917821974212575,2.3705425020768938,2.121324799582456,7.6992289896090345
2,2,9.314465528214932,4.565989271311228,8.92000280917097,5.775922112853193
3,6,5.436503461575433,5.539135476545113,3.3053895467471928,7.17049623588203
4,5,9.581365106536051,4.1828445025541585,6.2295020225707125,5.8238947321431285
5,2,4.759162066576421,5.8980134428687565,7.207928044255377,4.438765898498597
6,4,6.426500176482348,3.794857741977661,7.926034047458054,7.065237676489463
7,4,7.001098992390807,8.594184617119623,6.947110091085853,5.658391266099722
8,9,6.3670443865032285,5.329628180933567,7.026851437732461,4.3788717653123665
9,2,3.46455729319431,8.526603374159892,5.3285533914181125,6.0645766830225805
10,0,5.188857475737666,7.767894603836939,3.0718991563522944,6.191020702217122
11,3,4.219715477428677,2.0450110293361274,2.092542564887731,2.1492211435749415
12,4,4.182681036344135,4.171741527010533,5.130728879058512,3.3581506825407677
13,1,7.451960301598025,9.05734652221698,4.551973676107831,7.105657743402947
14,3,6.067705143979477,5.383566531032552,4.01045795737439,2.4528179471948257
15,4,6.594203088628127,2.819635685206553,5.238124972279041,3.0244995790905413
16,2,3.2475969313259374,2.106041485650175,3.424882824538534,4.539340332462701
17,5,4.313754300552246,3.8629931852529884,3.4289010386552117,8.959434245250506
18,1,6.570836891263324,5.166972873991033,2.9774228467291417,6.12075069427477
19,0,3.4812973510218637,5.225269852205055,6.4695493812472336,6.6652602722259315
20,3,4.740665999439215,7.032477791879776,3.0434486609016913,2.0299709345723453
