T,FC,x1,x2
1,1,3.1146649435923393,7.357158778170556
2,3,6.076630800870152,8.366361574335281
3,1,2.0445337774393644,2.060948417328193
4,1,7.367948109026999,2.4351423856852583
5,7,6.574780704171755,9.994310024520043
6,8,8.369599612132216,6.227697704297602
7,5,7.566367193112151,7.10025070789369
8,6,5.086611303306639,5.9803248200557535
9,6,7.42729744202875,7.193521316099046
10,3,2.0465400957967015,8.734523853267389
11,1,7.98313518009876,2.4238945946963097
12,3,7.387071426858186,4.810503076498502
13,2,2.736792563161223,4.446455399892306
14,3,2.3352037541599917,7.125189769094164
15,3,2.70293787928637,3.5663153480669108
16,2,5.8555236819902,5.0648871729043785
17,2,4.835797397133555,6.666953420830132
18,4,3.1635128692023295,8.20946889499406
19,0,7.507092657321818,2.2302210839331997
20,1,7.373950484456504,2.0946809461383795
