T,FC,x1,x2,x3,x4
1,4,5.985563553356928,6.202423649376174,4.477301567818286,5.565393862519121
2,0,2.6341557781823273,4.9722561770796,7.142994563106376,4.697133185583347
3,2,2.4796673368576045,5.677571045205991,9.048605074692286,2.8242037473946375
4,2,2.40209010746311,6.05163539043121,4.673377993707206,2.385123881084043
5,2,5.679622409279093,6.466653838181549,2.4901943072844372,4.292769712215694
6,3,7.609786913058841,4.40445020513847,5.000695663007814,9.485297468300953
7,3,7.15261875557622,2.723515662446461,4.029025674924777,4.475304062239747
8,3,9.75962044748209,7.012430973273126,4.421583238326885,5.2810560155226565
9,1,5.797323710845532,6.654176944092207,5.624114361890586,12.73549731127408
10,1,4.164639546101322,4.638150531619616,5.617995178199733,3.9277257849224045
11,2,6.0810922395034215,3.2730356444176714,7.072267628284882,6.536368388118198
12,1,7.137265657603993,2.114506767350548,9.638157190907918,3.612310853535971
13,2,6.853889134197685,4.102036110740874,7.999178661251502,2.7425918413237094
14,0,6.3151835415963005,2.126259171281525,6.417489346658087,7.963967211243612
15,0,5.131473226815165,6.369014814160015,4.816053085871131,7.432725888651285
16,1,6.148242569667538,5.290043921908296,2.535423650342717,2.782916484014817
17,0,4.003362581850288,2.491403940308738,7.050589128705312,3.019803206809117
18,1,2.926847712126912,5.211561920282858,7.789435328809329,6.166904222683394
19,2,8.017391790009748,4.144670055074527,6.226887539960736,4.135814978332996
20,1,6.4214693170038855,6.7365108396546685,5.7748029072205,2.389244628544644
