T,FC,x1,x2
1,0,6.37409784377962,7.0549217017344965
2,0,4.125681947459558,7.606714552424952
3,1,4.010637710399065,3.706169926697606
4,0,2.2599856773644587,5.373762878475027
5,3,3.211358486995029,10.034992541130778
6,2,4.214973962115712,8.028537118672222
7,2,2.7034973254317642,3.166731575500565
8,2,4.6052942938448815,5.195860426128083
9,0,5.837027704334704,6.934555529795849
10,2,5.027625605891201,5.01907097781411
11,3,5.324174991894465,6.080981442722687
12,0,7.547534301192745,6.081052617636363
13,2,6.127900697767354,2.934098702450284
14,1,6.628690210690085,5.546247449294164
15,4,6.5556298798204615,5.5827581887566
16,2,6.25693822137831,8.958974002757024
17,2,3.965518157375346,2.38506614893378
18,2,6.5469626731152655,2.727138118608924
19,4,5.8482576706579135,5.013547561892629
20,2,5.255762837405464,6.267427616474259
