T,FC,x1,x2,x3
1,3,6.161024217335619,2.4622634418087417,3.723497709755012
2,7,4.881624691697323,10.92783461753112,7.607703140513148
3,8,9.718154059662174,7.3809182427935855,8.829489987467536
4,3,3.1385667774690944,7.143690986102341,4.989418091040355
5,5,4.152887396375957,7.088397184029943,3.2359083299301745
6,3,4.662799452260437,3.533391868003566,5.334213791442755
7,4,2.391942398292762,6.150192915986253,2.5103594956063593
8,7,7.564670998829788,4.464652535803855,5.126520700593022
9,8,8.560389087543701,5.676228436634223,4.853761916953696
10,3,7.5900494870363495,3.6346168885746186,5.109749581506007
11,5,2.355828306594274,9.013553145272605,7.959034655720049
12,4,6.952515890464195,4.9156587767438165,5.299545960537454
13,2,2.160771972794988,4.474311644024184,5.991466731742345
14,5,6.381612074947013,2.3343122307338513,9.130672489561306
15,3,6.132462664352544,4.767228128003074,2.336796921458916
16,3,7.439767036197201,7.510311060673313,8.647068480324531
17,1,5.434604635331423,8.39368442190608,5.790915076376032
18,1,2.244564808218463,4.178858880064224,8.073194512805506
19,0,3.218580537949114,6.321372659038675,8.137373031670393
20,5,3.5689950496994287,8.56887255110039,2.197730940395415
