T,FC,x1,x2
1,0,3.515402026419716,7.445973998769899
2,0,4.17959797169681,8.104856178850497
3,0,4.265727287501992,7.179969972400412
4,1,3.647139246830693,7.979489771120649
5,2,4.326765831243927,7.26095098740418
6,2,2.6000516094792703,4.060262290748165
7,1,6.0287442110318,2.302084695111281
8,2,6.052668780557887,4.766255711909372
9,2,5.629973552067783,2.3738183671083584
10,1,6.589385159609443,4.114272471072187
11,0,4.082312986420391,4.891424738159441
12,2,5.768007428892275,6.319079608126949
13,1,2.6824648432738183,6.446306666495753
14,1,7.413850108757996,5.5298450131703305
15,2,4.354014377653784,7.060878238430676
16,0,4.075830992131878,5.000509065819894
17,1,6.1296016108592335,3.089383079632978
18,1,6.687145865186333,5.06725784991599
19,2,3.4685638583915557,7.4210369020316245
20,0,5.12216141749424,2.1100682986448014
