T,FC,x1,x2,x3,x4
1,0,8.110199341045742,4.336518333252678,3.9922715046178068,5.288972159533902
2,1,6.196428843474607,6.149370024621811,4.913921170996982,4.3814727367614
3,3,4.6279658142893325,6.823518820859113,9.900051140123914,3.709031853915226
4,2,8.069648599420665,5.4981599123817215,7.426819303077603,5.1063119217074435
5,1,4.314307706411532,3.607790920659962,2.600219787678501,3.049788317931653
6,1,2.1158862408281287,6.744665159874637,2.1205077660083367,3.647990301481723
7,2,8.494486697882314,3.7485748538451937,2.071277681158535,8.264718238862182
8,1,3.746544922541391,5.1637127344117,3.146458267103949,5.0160930250646665
9,2,7.835641389637307,7.39806645291371,7.23791718911586,8.181166672069791
10,3,7.158689521220409,3.6748050335816598,6.272941345593963,5.65684205592472
11,1,5.2431750182876495,6.685901648023586,5.234667988012037,5.608789271027791
12,1,4.187039757189269,2.5794538081006317,7.17613616738822,7.003365388146788
13,1,7.868197015124487,4.686451866057442,3.03301704659545,4.303047019852863
14,1,5.562259086784509,7.0175486808957235,5.446600837990077,5.485523957836739
15,0,2.8815260750252003,4.340079231465362,2.4465346469213167,6.41992033854541
16,2,5.30958788364245,8.077111561004102,3.237135670220588,7.781732362153596
17,1,6.382131869513894,3.299138279227311,5.370804214599296,3.266911371228565
18,0,4.930556752196023,4.764257023837558,4.245541353028999,5.857699295318827
19,2,5.328856901523713,3.8613524300282775,7.28184822347314,8.21341469861869
20,1,7.3130423855123645,7.071144565803231,4.166281066885009,3.507836454222668
