T,FC,x1,x2
1,0,5.220966223166496,2.391113786666271
2,69,4.487592441553647,5.260161713066007
3,31,4.9476654430314175,4.428650845238407
4,11,2.4380187836350258,4.255314073028429
5,2,4.332592580090342,2.5344443308411337
6,0,6.779173739520787,7.2232647614498315
7,0,7.1066721793222065,6.286156400063398
8,0,5.225439235261316,4.991624828840538
9,0,2.1994894450766727,5.32845141481933
10,0,6.007135741030732,6.805595984883081
11,0,7.036073202223374,3.121929581069031
12,0,3.416491582335917,6.104282522923242
13,0,6.84369031778891,6.086963859069554
14,0,3.4239083945167197,2.758773324256711
15,0,4.169643901248563,2.305921084199201
16,0,3.153629580328141,2.1726859444903743
17,0,7.321339263759175,6.636820412469432
18,0,4.195678531621105,3.114629398922993
19,0,9.47509200259687,7.217724057035747
20,0,3.2003626029453867,3.477330112483769
