T,FC,x1,x2
1,1,2.0411131559213853,5.632965952644176
2,3,3.7432717303569065,3.3928386320561303
3,1,3.045622667381858,3.6610822574397544
4,1,5.064175115336754,7.291493740771527
5,1,3.353756511025728,2.9529975170369136
6,1,4.25031872506263,3.211400644411425
7,2,4.517511732208169,7.46992041663793
8,1,5.80953224497174,3.926781364104845
9,2,3.8472797569068193,2.413335594713045
10,1,3.635257985858574,4.710861580566966
11,3,4.882599690859448,6.634481766996082
12,0,6.586893366984253,5.348103567340941
13,0,4.392206602145884,2.0727102298799203
14,2,2.1214182432201647,6.729224733517569
15,1,4.316362395401037,3.7015518590740015
16,0,4.598525241923538,4.297417016359642
17,4,2.558233607429723,7.1284579219638395
18,1,3.701283985212218,7.550735699637505
19,0,4.081495923283425,6.452835673141713
20,0,9.083535737491005,7.2807092704026966
