T,FC,x1,x2,x3,x4
1,4,2.8243544404804406,5.7283131642545415,7.5391610821404695,5.836267446983877
2,80,5.808393865978413,4.846703397692172,2.0546220480746933,4.412841229362389
3,26,4.770457933162168,4.037129636938601,8.379910488231502,5.161975164153484
4,5,8.730658770122158,3.047920356966775,5.4272100500878215,7.358321240707006
5,1,8.571390794410561,5.093612155972099,4.841934892050364,8.288469901185838
6,0,3.132770951491934,6.889937416779379,7.23267777822028,7.571685883432954
7,0,4.03507602246102,7.190050413752653,3.9170535141605374,3.472044571522895
8,0,7.410172214829227,2.4661290771733415,7.374866618045287,6.272130135604774
9,0,6.220214520049907,4.661420973879099,5.0292956775658695,7.005287672087598
10,0,4.708884252306338,5.211676121607134,3.268853208108193,3.6182737711239215
11,0,2.8290295963142453,5.236034036297897,3.618028282417195,3.075549277779293
12,0,7.1094339454907445,3.0603559599867536,7.825257265362598,6.25935333663303
13,0,4.6154194600160805,7.366555690750323,7.103377170744062,4.583749693214511
14,0,4.450615800810586,4.391806189488625,5.046660465224773,2.3548247891262024
15,0,5.770772451070632,7.665786122047319,3.3884713298985907,3.351588680549971
16,0,4.989018575370622,6.5047781811472225,6.078122015432592,7.651348569672625
17,0,4.469089566374215,9.509058976415139,7.218527217218597,6.0134931970087715
18,0,2.262750392831696,5.24712978780498,8.032997230604582,5.45091188020866
19,0,5.493179497746426,7.182269227548387,6.421132863510717,2.966434841949624
20,0,3.9509806301641257,4.138787548015269,4.4226918996143265,7.562316450377864
