T,FC,x1,x2,x3
1,0,2.1467734437957873,4.223556229176961,5.077663748743572
2,2,7.934646011183653,3.5362964043743235,6.603862135594273
3,1,7.298459879134709,5.807349115736398,3.024298642166482
4,2,4.303592656643141,4.817139146406337,8.015397714661825
5,1,3.1080681172229565,7.292942560761805,3.0103542140586326
6,0,4.859356731953328,9.255856250779733,5.47672494607117
7,1,3.118238582329251,6.268577773743417,9.173577307123736
8,0,6.3943276791504156,6.04242073765199,4.364225605430521
9,2,8.82082249361952,7.269117517241984,4.203735368198207
10,1,9.352230803342342,2.00162348672985,2.5395829309558002
11,1,5.107135877451407,4.743966096133436,6.622657647746207
12,0,7.1542376194886685,7.874628145461432,3.6035631587870984
13,1,5.078802769854639,2.445838868879987,3.174575221109799
14,0,4.553574577124374,5.426728320606795,5.250998133188395
15,0,5.017767061245045,8.295836164644125,5.348118037772304
16,0,4.603959658236895,6.304939930020236,4.206931439738724
17,2,4.909124046543817,4.1150018876341,6.9861779086125075
18,0,5.490897125187672,3.6935036355518154,7.227264813101546
19,1,2.110179218963856,3.114183741287014,6.306242185176224
20,0,2.1123940933728997,5.446968000377159,8.260427590496851
