T,FC,x1,x2,x3,x4,x5,x6
1,0,0.05,1.3,0.5,0.008351940664908996,0.34174366553208196,0.26428206007636557
2,33,1.0,17.8,2.8,0.20254187154041736,16.192064028495793,2.711081025391071
3,7,0.19,5.0,1.0,0.033242798695186516,0.8446828557349539,0.8068700709505207
4,2,0.41,1.5,0.5,0.3404698371751996,0.025364237280351365,0.450192288935759
5,1,0.32,1.5,0.5,0.2810594433677599,1.1414466739146274,0.4345426618887463
6,0,0.61,3.0,1.0,0.20282215251423782,2.7077503761786357,0.7935466556449837
7,0,0.32,3.0,0.5,0.2914404209428021,2.8044695402595337,0.2063660961330146
8,0,1.83,8.0,2.5,0.25111366418770964,1.7531738522629068,2.3392151102992624
9,0,3.01,30.0,3.0,1.5731482947087447,15.92635555272668,0.047418667166308826
10,0,1.79,9.0,3.0,0.8801637173448662,1.5909732986686274,1.0220658927070814
11,0,3.17,25.0,6.0,1.1377582987030002,6.856702365325881,1.531723673786595
12,0,3.4,15.0,4.0,1.9465908107531236,6.382899625049815,2.7922562464432596
13,0,4.2,15.0,4.0,0.0496246017706963,8.845071716970168,3.016626668025641
14,0,1.2,2.0,1.0,0.044056424876099155,1.5335631424925473,0.03424539114151659
