T,FC,x1,x2,x3,x4
1,3,0.05,1.3,0.5,0.0014595812872176595
2,32,1.0,17.8,2.8,0.8756742978321852
3,5,0.19,5.0,1.0,0.01104043570651512
4,0,0.41,1.5,0.5,0.05325083058504831
5,1,0.32,1.5,0.5,0.039724557250280665
6,0,0.61,3.0,1.0,0.02873307465834977
7,0,0.32,3.0,0.5,0.20265165936316332
8,0,1.83,8.0,2.5,1.5045898613030706
9,0,3.01,30.0,3.0,0.8306757036938118
10,0,1.79,9.0,3.0,1.7180160500634314
11,0,3.17,25.0,6.0,0.8187324692241427
12,0,3.4,15.0,4.0,0.48330897017777597
13,0,4.2,15.0,4.0,0.8011536888394162
14,0,1.2,2.0,1.0,0.9081671223613734
