T,FC,x1,x2,x3,x4,x5,x6,x7
1,2,0.05,1.3,0.5,0.046687538823755204,0.0814012852208054,0.47190718335889387,0.018241653867814945
2,32,1.0,17.8,2.8,0.25004792216759075,3.8780116893880283,0.749088139390897,0.06600624086969853
3,4,0.19,5.0,1.0,0.104791761854705,4.002451079031633,0.027222441586140178,0.0406078675487174
4,0,0.41,1.5,0.5,0.3497292351460777,0.051631912432967664,0.05360390089744732,0.18916881882777775
5,0,0.32,1.5,0.5,0.1931118091290287,0.5337875710494288,0.1989379241485686,0.2548690763971534
6,0,0.61,3.0,1.0,0.3966544429977124,1.8336429002221255,0.7000803180243708,0.4688511356662058
7,0,0.32,3.0,0.5,0.08719762179800135,0.5409254772209673,0.43023092444172206,0.059699517888206516
8,0,1.83,8.0,2.5,1.645103224075979,3.716313008934952,0.5462118358773818,1.3345302758196593
9,0,3.01,30.0,3.0,1.7077500035177156,27.280538929887562,2.151372828807113,2.4775285588151585
10,0,1.79,9.0,3.0,1.2961817892457963,3.3614182285309835,1.6867880998884983,1.7329857563871618
11,0,3.17,25.0,6.0,0.04158339937307495,24.73127037889219,0.6786593952571445,0.5976568061959755
12,0,3.4,15.0,4.0,1.150469937045879,11.039921169408776,1.1605142036934928,1.5588793588428618
13,0,4.2,15.0,4.0,2.547617981996986,14.809998406066684,0.9800762726454031,0.19482001224154372
14,0,1.2,2.0,1.0,0.9291690891484606,1.9804500426837495,0.029968290821358323,0.6497487942371957
