T,FC,x1,x2
1,0,6.188847635073009,3.1704731224616323
2,2,5.2775293331662665,3.061433727525457
3,2,4.470898086947196,7.699652294887892
4,5,7.996563755451422,4.663177357874822
5,7,4.762027796654936,6.231507010585506
6,10,6.244371959902395,5.943480358540474
7,10,6.277084895066597,8.130444503170798
8,6,3.8242464219320436,4.500341810760899
9,10,7.608078563173207,6.723028094499286
10,11,2.1323780171917286,6.74382781591582
11,7,8.44746621031095,3.7450217816543256
12,8,7.188787341469866,9.411832025982825
13,5,3.298955401712719,4.250866770704461
14,3,7.40075878645962,4.6429516908617385
15,5,4.3934738161803395,7.454325877565717
16,4,6.082847241809058,7.0403265258297605
17,5,8.137035323195828,5.0082255262215165
18,4,4.579817312565222,3.5383510104046323
19,4,7.063147029291166,5.970042630998812
20,3,7.960217988260937,6.0003330042087635
