T,FC,x1,x2
1,4,4.246079765101206,7.344357299102726
2,0,5.829363767077385,6.4213942562656205
3,0,3.567054394852388,7.699712804363439
4,2,3.755404347579703,4.366693830858439
5,2,6.636202092202428,5.239659107164526
6,2,6.101119968787559,7.977466728419204
7,2,10.593078910735812,5.425944203189789
8,1,7.094259311124453,3.128369106452126
9,2,6.280531669329196,5.024794680017351
10,2,7.407405005629369,6.4302119230432115
11,4,2.2640249423724255,2.55869407804383
12,7,6.247752234273033,13.261843224365913
13,0,6.574092503614578,3.41199895452035
14,1,4.025659102862293,4.029206671904252
15,1,3.2735117931022226,2.1545277531627107
16,1,6.390568612236844,5.502977247679165
17,1,7.175857569373482,5.581935274766139
18,1,4.975536622110508,3.3874804629437496
19,3,6.123929453253717,4.453442413468551
20,3,3.5322749175720203,8.226735055186222
