T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,5,7.991986120566913,7.366780856626271,7.819350031877132,5.318892115030772,7.343738301333999,7.017603043799569,7.913661369256134,6.564475254831998,5.049960133792206
2,3,7.480039455971732,4.23640691790479,4.118811616999349,4.430367271561954,6.122284860264659,6.126157744118842,2.0206283061970347,2.156039446041204,4.429182202985106
3,4,6.462106093232212,4.858088547725664,7.593981959951322,2.3301581808400846,9.790579503384016,3.2973571613533563,6.032684215975703,8.256252685298236,5.503590717218336
4,4,7.41135684735814,4.006948731811835,5.946588802579182,2.0898488942451263,6.480745382263521,6.45949516454968,5.188044372493636,2.0713964073000066,3.5890715833318776
5,5,6.126684114347715,6.204223376760657,2.9011086168161366,2.9245318128142026,5.490218377111601,7.908421363242551,5.767181378471,8.251686880867064,6.020378329545169
6,3,6.393181753350749,6.460887292611284,5.897544815092676,6.739336453397379,4.079304983126591,3.0361273709648944,3.531284713555003,2.7589018101641565,7.67691003214049
7,4,3.1545189152094,6.583918425405862,5.651491193043265,10.021392185712518,7.481035889775288,2.0490700716635546,7.560315273116116,9.270375435070466,3.31911451149923
8,2,9.061016842510309,7.738588139144825,3.2223117480167383,7.611272499497997,2.395688572993627,3.528438088355604,2.2359750329745816,3.329572854138637,8.328825941355362
9,5,8.596513436188618,4.361362342970584,8.074858021206047,7.438184406718122,2.9875296021411053,7.090512982512262,2.4694047578804557,6.13273858975601,4.71467976754822
10,5,7.986247281588891,8.000454037414523,8.9235224378183,7.072746638999995,2.0357576293389896,5.917521712175866,4.005631158812559,3.520184660999271,5.760907795899924
11,2,6.5216597777306955,3.125635335830832,5.0482949537191715,5.59900845387565,6.386269223461806,8.236523946107013,7.185890386761781,6.339034942027327,2.474092458647716
12,2,4.191389465224712,4.289600633256555,8.455823738972706,7.0794771596585,6.339789370423562,6.471903839301549,5.3866720981174705,6.08798723722089,3.6779927874283755
13,2,8.402292766492234,3.7290512257468493,7.0587944155170295,6.393461017690418,7.005213244994185,6.0916402915832615,8.833931137395215,4.098607852660197,7.4110571625510335
14,4,3.8880593987504177,3.223126479057615,8.1478192310069,7.148104448772021,4.406045404453834,5.428637175146869,7.791646980598078,4.602670299898598,3.9298888049385337
15,2,7.930035441386867,4.6202047352683655,2.4032867421294997,6.8635638578891385,4.356703568327212,2.2746149435405614,7.948714472104764,6.88769636645376,6.848682713317393
16,5,7.361478698644095,6.076697973110592,7.148983288626708,7.227810897470484,4.965356087253915,2.6573490217930034,5.0224619202227885,3.3468766558193104,2.234692942833176
17,1,3.68903136293323,2.755935142368542,7.029916213974887,3.1489633419633174,7.009415730953394,3.5140314748289043,7.0419824662788635,10.76174652398878,8.05962367458535
18,1,8.026514254282914,10.071555110337588,7.040237065089572,5.838315831480775,7.0369472194090115,5.15204654910612,3.9201000283080756,2.9623893032715705,2.910304559782233
19,1,2.0102135463790223,5.415349972491226,6.46761600001624,8.338527026783051,8.738939268511444,3.0867771048897548,3.581195917244815,6.181267013929329,2.0548849633898456
20,2,7.327579262370687,5.48289299827563,4.412947359049158,6.020397473714199,7.296614145009112,5.126438246655526,3.05031178733764,4.049717630399069,2.039560515946722
