T,FC,x1,x2,x3
1,1,3.1997831747469743,6.667294788578536,6.861438738029861
2,0,7.267548087921345,7.246884026397747,2.5720364858735705
3,3,7.01647915166931,2.3088759444416396,8.310613480060546
4,5,8.53803050346989,6.858019989226225,2.170482222054776
5,2,4.780630092890021,4.1262403412513775,2.4595442544587747
6,1,5.1615256552303626,7.825238865867298,6.235443829984912
7,2,2.7990914619349567,3.4192007427437336,3.144475336769983
8,5,6.564896521290649,2.265358960874872,7.598164100967969
9,2,7.136439965108587,5.403471524615933,7.442415001771118
10,4,6.363307852947531,4.507859018517471,10.25910468660867
11,5,6.259130784776505,8.104451438887413,2.6028351653868524
12,4,6.607731782665417,5.68481590110287,4.37514405896577
13,4,2.482947036317416,7.05453250010508,8.140899084405369
14,0,4.357765128183364,6.1250145018424655,2.4757585445177277
15,2,2.0302602367798155,7.294756985383818,6.729031018642808
16,2,4.821305658725388,5.250718439994641,7.284194621192782
17,3,7.326867862824918,3.0861378640253627,5.537906923156566
18,2,7.030513823393862,6.130313363436175,7.132983449330234
19,3,6.7317585769821005,5.393858441132372,6.151226348418092
20,0,7.874716809173989,6.371010293526207,6.3836049383158215
