T,FC,x1,x2,x3,x4,x5,x6,x7,x8
1,0,6.269399416053738,5.9780440766359995,7.322839086908092,8.462750750330354,2.5020065771668727,6.249332223011264,5.144704216067466,5.152807043607857
2,2,7.166758978384938,5.370484311187202,4.174367642827708,9.102311591387524,7.175685168668693,6.954862075742001,4.1272240272454574,3.0120677167073584
3,6,6.1906367885310765,2.2101033953329194,5.604136595717395,4.49394124784615,4.690952045038475,7.340275009389842,2.520648444280746,5.447457133926109
4,4,5.027744273552019,8.59615293049745,7.2682327141113685,7.066867924791513,5.104935802555223,7.029528884921412,5.645039630382355,6.012929697821449
5,1,2.3052884414567543,2.5504966999731167,6.8986920680188355,2.5837136348477245,7.223019726369107,9.655573971339454,5.432086427463125,8.769799202619222
6,1,7.333196270918281,2.745916139538475,3.333139968773468,6.789120483521992,6.458040214437672,2.3327314669956047,6.353269644912665,5.268326049088865
7,3,2.0845746597003103,5.101971463883938,3.1586382200032874,5.086719030847469,3.4769271545163742,7.2050640391935294,3.0860704548796214,6.181491266785141
8,10,9.033922206383158,4.0557428658160894,5.585694120119997,3.821878357949364,6.058651889964769,7.8214050598258416,3.5334552494260216,6.193582857861435
9,5,6.108996630180711,3.48998699259796,7.071899556553875,3.4954222733451914,7.645236307580359,4.116911466597693,4.654154352585499,2.666352032673428
10,4,6.681663798237425,6.2010321119081855,2.2940295898936403,7.562439681442418,6.977306170860112,4.764182635610235,4.562224156417238,2.270496885945356
11,4,7.204091035011075,3.8256799785509426,3.840164064497412,4.540771730186509,7.334805048136683,8.208855508995924,6.515858919681146,2.342669091740474
12,4,7.468542365074786,3.330062247980677,6.179844031768994,2.6348728572623683,6.0066263076361075,4.261465800477486,9.227044956757112,8.070703487090313
13,6,5.648127863678461,7.652674289188799,10.243619658850454,4.306748460697481,4.734045134931851,8.092421700173134,3.0065605556469257,7.803946025281492
14,9,7.527928698861831,7.234544187355702,4.35179253505626,6.127693160462437,5.995960608591526,8.22688444169993,6.176626747888289,6.678479394134169
15,1,2.955265304264393,2.3268277478978665,5.949550171939547,7.2482890227476995,4.572590615330158,6.725109133546022,2.132552974625391,5.119052967141382
16,2,2.632201250639463,8.194189209599715,5.0264020286974125,4.722791299160396,8.553191487996653,3.2247035169549862,10.429216496449254,6.368215375792819
17,3,3.5693706549284463,7.808883875828774,3.1152890877422923,7.6355031363086,5.982659915049053,4.516777160666264,7.770453196366467,7.032969530715221
18,2,8.689934571361475,5.5409111270070746,6.154578191213186,4.047386763558843,5.636183032323464,2.1478864022386537,4.499642463663883,2.2036433034937013
19,1,3.56312872957992,6.586007178880034,4.931294517296282,4.600543405171431,8.401149948796554,2.946391916043436,8.702708536321358,2.6014656720054274
20,1,6.13246398073705,5.843172754853641,5.298357403865436,7.699247015945687,4.764004230820803,6.394816692450186,2.057477845308931,7.90028121123197
