T,FC,x1,x2,x3,x4,x5,x6,x7
1,22,3.202603325470341,5.868048651125917,2.910463936721861,5.138786600144227,7.1494277611974715,7.184093609913861,2.435817647947797
2,16,10.665494313423235,6.459709582842997,2.5280357604307055,9.94384917845851,4.4052395930849855,8.924100495117841,6.438101669693646
3,12,3.0979133451816177,4.320960491744041,7.056782864474911,7.758698536257542,7.330767854180207,7.10668501853128,2.3043425867636094
4,6,5.380545338290959,6.775305864677456,7.758510210655528,7.633843425068388,6.057628175836319,8.647411175494744,5.715009364086314
5,4,7.92089416942766,3.9401664988056666,6.210019215582484,3.7977393909732435,6.017886416103019,6.1674923342981085,4.320403983178138
6,9,5.387671946570546,6.4699648795851745,7.587407272026704,3.4648853329574454,3.4787813693776797,5.06637814246516,4.995346918811134
7,5,2.587678175870837,8.904835600253685,6.024226746020078,9.197888647211498,8.796012648326702,6.640384033789857,6.198266244699953
8,4,4.571453470681358,4.279600197301922,4.406483205406472,6.782323475439955,2.32445543309832,3.3764115732671653,5.213494382426925
9,4,6.390076606177441,3.079161644526129,7.110887781246255,4.735418012577672,4.83330451252686,7.469161321519678,6.00145378157819
10,5,3.6636252258099864,2.504832857313786,2.060578009960096,8.083270985888694,5.41516139954834,6.424374632485748,4.0528191709223504
11,1,3.0357882938124052,2.0085703421944916,6.334799682216897,6.839302888939464,8.662222115751433,2.7609642534938152,5.369711258118546
12,0,6.5458149383869415,7.525388669732939,7.084032415749107,7.160331308495487,3.822035026496785,4.3725325919076,4.245548229811127
13,1,7.5617260260014145,6.912273261246275,3.8508692642822733,7.147030086575392,5.653004411317523,5.67734204383989,5.506710936181081
14,0,8.724625732428485,3.5611130714057766,4.255321827955917,3.9923315218098567,7.498184179885423,4.903324777151417,6.227048173802293
15,2,6.674562625075377,7.867767223609146,2.2352535157576607,3.94589641363451,8.754824698076904,7.229094368825024,4.698157696661262
16,2,7.792378877771076,2.597061414842571,8.81010272288341,7.058628781118787,6.132328088180529,3.083966149427523,7.370156341182395
17,1,5.659618633102168,7.981412200314214,8.166425239749035,7.096209339102042,3.4385901080085564,8.472554902411089,7.362928701999573
18,0,5.302082872640687,5.029706152703897,2.732246341900863,6.157235403758228,6.847235870406536,3.3152819383607715,8.20284563581402
19,0,6.020835622417182,5.918748000121467,6.082359634858443,2.327054576297132,4.191516620334244,6.0565315544654394,6.51286533683155
20,1,8.419817617133328,7.360088013785058,3.4186887890795075,7.325239280564009,6.291959080683471,6.693939927458798,3.4501564154460462
