T,FC,x1,x2
1,3,3.862606710388242,5.643040879200659
2,1,5.212830399348949,2.7680502137307057
3,4,6.077317738756665,7.523077090491473
4,5,7.268553592192628,4.631937893202589
5,1,6.921551360388435,2.716378773072926
6,1,5.707755402771424,7.184243438558596
7,4,5.386420987842136,4.0040184278828415
8,0,2.0124062397021922,5.461165114580642
9,2,6.185120423964888,7.8891401749360375
10,2,6.344015983905741,5.7293539721961695
11,0,6.005305085316558,5.239479317635231
12,2,4.374870337678091,5.316567167975122
13,2,5.100300002278835,4.166257734433566
14,2,5.658467939515825,5.161691156942707
15,2,7.961110329449747,6.518757047697821
16,3,6.627320286291713,2.8057227996291587
17,1,7.490008415627755,4.48263215196622
18,0,2.7933477607853465,8.297822918211313
19,1,4.251803394043283,5.153230101201082
20,0,6.161779040212328,6.337192775069877
