T,FC,x1,x2,x3
1,0,7.342355031850824,7.477515998697109,5.095870443233455
2,83,5.341152198215592,6.077221032192018,7.4026890741871
3,24,3.350165216368883,3.1659040171901562,7.796056405916332
4,8,2.080556043112292,4.316135677493406,3.8333816373032055
5,3,6.400730087701433,7.406659931873317,6.348049656516199
6,1,8.813442941290333,4.968696575559933,4.529446309579312
7,0,3.7676489302511054,2.5080596276525755,3.008941826913722
8,0,4.304273653886103,4.148430578799612,5.4828355682946635
9,0,8.352111953562849,3.732819470457717,4.262510408722581
10,0,5.11519541949352,7.078326069564009,3.3053051412587937
11,0,2.7558721064686846,4.539702325828183,3.1284249857601436
12,0,4.022824946820209,5.122914476282164,7.064389113261141
13,0,4.529145502487243,6.338468287901356,4.1276518759149345
14,0,6.154543461838017,2.1382268893544976,8.195660937037688
15,0,5.522753680020038,7.589149772731843,3.815734449830372
16,0,2.1084749126348257,3.0811290775394222,2.1657043626455823
17,0,7.051696833174709,2.981137250193598,9.012970537364007
18,0,2.57698985507222,7.414889312354349,6.49710392598937
19,0,4.56763338590029,3.1284683509556723,3.800936202419487
20,0,5.967295638884378,5.395996123273547,5.629521132191196
