T,FC,x1,x2,x3
1,0,3.579097634069466,3.048347875174584,6.349048518209511
2,2,6.6135249391701105,7.629141372985349,5.746503579017678
3,2,4.222123413264278,7.114971768288982,5.645934755764264
4,2,3.426035985484848,3.557042749896639,8.015773263345157
5,5,3.124843220046925,3.140707933035256,7.685027602783512
6,2,8.692274472983385,7.715433316327607,4.152335491779636
7,1,8.213569147043756,4.1775724428239425,2.334049923927781
8,2,3.5663251322801974,5.812712040245745,7.442629475597262
9,3,4.059167983029765,5.34052909304119,5.350598081238978
10,0,3.565897718435379,3.5248406973924067,5.360751818834164
11,2,4.361467875656493,3.8210450600290917,6.759091128673844
12,5,2.4730638353349574,3.5994477547505337,3.502319606785523
13,1,4.8959180525453405,8.479799177912557,5.207897448969089
14,1,3.039996969879684,2.1107091243176486,7.029368350372182
15,1,8.00587646198642,6.198123977530711,2.3566303897135374
16,2,3.075358594704657,6.2584874764210845,2.272671524489483
17,3,4.237256028502486,3.5943085411160487,8.308221691688733
18,3,6.045623114404568,4.234066715418361,5.462457641103847
19,3,2.434686866885525,4.00463054570832,5.407987651055891
20,3,3.152503104566059,6.289474118477957,4.354274284064068
