T,FC,x1,x2
1,1,2.8572492737639914,6.691085533388591
2,4,7.126012213360142,4.45098413516919
3,7,2.5036299413799075,10.004819863559002
4,7,7.746739780665176,7.624502941373392
5,3,3.587661785087884,7.7677578216268595
6,3,7.812450568115588,3.892592667974057
7,4,8.435378876207052,4.166930886639655
8,5,7.658325838588201,2.6121296572658217
9,8,7.0402254498854875,3.780649413208027
10,4,2.483816823324161,3.6535791387996963
11,5,2.181746090835019,4.6505967767746945
12,5,2.683591998594391,6.5134685504316305
13,6,4.615163164540149,8.337409460741311
14,5,9.037841373752807,8.469310454178336
15,4,3.7309993908065513,6.692540770673545
16,5,7.060426782388391,7.463206871459338
17,2,3.7509683575556867,5.553474125498918
18,3,7.469936792833002,4.4296194353667895
19,4,5.814461243941171,7.099966728550442
20,1,6.721583435394918,4.393908629381328
