T,FC,x1,x2,x3,x4,x5,x6
1,0,2.476384093548377,5.278482910334671,2.4700701009169346,3.6147341248841323,8.923946794534647,6.872418819997025
2,1,6.585241954079069,3.523759479631998,5.31788255922075,3.0185804663177462,4.066363497383206,4.740800445580283
3,1,4.045208976087343,5.832003213779672,3.1741288404305426,7.787551063697202,2.1566425986854063,5.198611726055009
4,3,4.4051315291829525,2.8470112654514566,6.829544887047481,7.9600803756280945,5.493986901834925,7.316608193800837
5,0,2.1458341521020174,2.7270981410613238,8.588676914464173,3.2452259415120213,3.083212030201559,4.2959333963745046
6,3,4.466159508492553,7.110357865908398,8.21329404860385,4.058389852917153,6.093534211641018,4.06569967672953
7,3,2.931315152887506,6.5073663990525015,3.0222748608219576,9.707429240096507,7.913966237083114,8.442036387711903
8,2,5.025676964184825,5.679223064513318,5.361866975820061,7.20533180610046,8.767925559658652,3.0060333458210056
9,3,4.010005672758594,2.1524068913397856,2.111521102609164,7.234422179691832,2.3999617448916246,6.090496545222989
10,5,6.871216144350761,7.9957464175426685,2.495273499518804,4.838405483982346,3.9887075712764046,6.220151594531916
11,2,6.21670655944667,4.24274184808776,5.431523243022301,7.814550250780092,5.6491467182243165,6.270635897037617
12,1,8.469128378602587,8.63441624143695,8.241595165077957,4.6858855865579025,7.093214748800632,6.121136914332199
13,0,2.5685188808967165,4.2455792444146185,7.26644296530465,4.39551602993149,2.7052001092891595,5.129194255813838
14,6,2.281419460841614,7.314996476786465,8.844193854485601,6.647267631625781,4.66330653350618,5.678973687967612
15,2,2.1715554162856736,3.691116005628084,8.09269421252238,4.180704086049014,5.00906733259112,6.11499496172284
16,4,5.808870213478297,6.57495704224464,5.5894051592954686,4.993832053018635,5.015429542801068,3.0358856246029546
17,1,2.671233076695827,4.091605700180843,8.93999520758672,2.23674158780111,5.976982908243946,5.0298928762342685
18,2,4.285692451411479,6.463324408512954,4.695850116194602,3.4986567198458016,7.391955553818074,7.5410713748744245
19,0,4.1429564574236935,3.586369881613317,4.149558082719987,6.2354715171909625,4.511210386887157,3.5249582550560037
20,0,6.792134054855248,3.1051872488661334,5.41995786548321,3.1310554479591626,2.1022137206177764,4.606261566292255
