T,FC,x1,x2,x3,x4,x5,x6,x7
1,11,6.375166898614143,3.193561053346848,6.089762740330502,3.238248712525137,3.8262142859029806,4.203750032808053,6.5302856162925575
2,11,6.243055912558516,6.525436993065472,4.403293014102831,5.503043689093782,4.848705181478155,4.28549702931658,3.6628963176735927
3,13,6.102695835498485,3.3476592638508174,7.230643964976434,4.786723283919715,5.319476782846665,9.274968368979707,3.227172591549801
4,7,3.538665312369784,4.010017892375169,5.636410088692676,7.62927189668856,5.129328914813684,8.748527323037775,6.296954316873048
5,7,4.837172928369483,5.401425912620704,4.412445014711928,6.098358536540094,4.900785888214521,3.0947087997462486,6.233596567677021
6,10,8.382658853716055,7.196519861695534,6.998737932045294,3.908209924145064,6.291306036882734,6.986465536500977,10.349543833533856
7,8,7.674622356911179,2.179751647482586,2.0127281294431154,6.954865702829888,6.2932035383793705,8.814147732330545,2.1461202271065205
8,6,6.562840893680814,8.321078102310597,4.556628903058962,3.359606595194147,5.74059663308587,8.097534453595047,6.040666346888925
9,6,2.3792597188422735,8.930516586396418,3.486277311671682,7.568709344448477,5.134564520081216,2.1482987761394887,4.849503834623799
10,1,6.515184652406452,4.06088696396497,3.207965000091386,5.01329390131146,6.620397284135347,7.200426812486927,2.183583309709724
11,0,8.75833852013325,6.578953021910069,5.481375556402735,7.518697605236123,6.82966321944477,4.535558535191537,9.222465496031244
12,2,8.461227511908003,3.7632904397515596,7.206682858142366,6.262995466175784,8.871918241790189,7.307105671179096,3.0432121472435503
13,1,5.0262449687310315,3.8043079804712123,7.25874554652755,6.879742731409178,3.2373312748783736,4.720664304912392,4.961361505185223
14,3,5.253544843116919,6.165074226269329,2.583053524411678,7.185498345231923,6.603427846986762,6.869818087467453,5.171733665521548
15,3,6.734337713797791,5.601452412527967,6.51839343948311,6.368373029557221,4.2324710045100185,3.1307785424075103,3.031319882658104
16,3,6.097622516778988,6.3239443985829205,7.391934939424762,6.553447340803404,3.0783691188134497,6.204208854236464,3.1072664454748664
17,0,3.1126037837725335,3.339927282077549,6.38030918188975,4.834821379833509,3.4218639331887313,5.758924162073258,4.290884226394045
18,4,4.8066833682963415,5.52344641070588,7.72744670897033,7.024432391752164,3.764055137972787,6.032981833895226,5.379926359182625
19,2,4.182350016663941,10.090027996793594,6.524182080289268,2.370002252665196,6.45467212196777,6.5315412812080424,6.512306931749729
20,1,6.012204500942811,6.354846872409372,6.155690908549924,4.888665692255992,6.1625236991018895,7.285336374899634,9.511322330979272
