T,FC,x1,x2,x3
1,1,8.486616245551847,5.294590147507553,6.51151794493304
2,0,5.201778366282502,5.300152011199159,6.04451352234715
3,1,4.994073165457194,2.5919953001554488,11.592358389081985
4,1,5.301211775260822,2.4367154410679097,3.415543903971863
5,1,6.85829584411544,2.0640859957358226,7.078706874827324
6,0,6.940253160185399,4.311131484891514,5.307948079123878
7,3,8.697116186102193,6.499095167544438,5.9469567470517095
8,0,5.421042332755753,4.176965000563765,3.8631269585313
9,1,5.477783155756281,7.1171260445783195,4.334318215008197
10,3,5.331794571671708,5.308297458780698,9.482184808510176
11,2,2.3786329385072,5.2907951416318335,11.36933676203878
12,2,7.366904043753815,4.038069341055808,6.33309643254568
13,0,7.2589479465635325,7.290456182572769,5.201057458178976
14,1,7.601933201584885,7.385953001660427,6.776541062118085
15,2,9.621167831837033,6.4041122462597535,3.0742741599227363
16,3,2.0223459947092572,8.752633424696528,5.7422783809381075
17,1,4.307983463901017,3.213323312268548,6.014083191449525
18,3,3.7280394752860326,7.226409489116984,10.154117771495233
19,3,3.977311586079707,3.5245852732058713,5.00072766145893
20,2,6.366349885813425,6.636834765561206,5.130832416917962
