T,FC,x1,x2,x3,x4,x5,x6
1,2,0.05,1.3,0.5,0.034438005078291326,1.044435833642518,0.4892809628038566
2,2,1.0,17.8,2.8,0.11644544855206196,7.894184151930747,0.4191664791484988
3,0,0.19,5.0,1.0,0.016977069115771716,0.9567442485236705,0.802745476519543
4,1,0.41,1.5,0.5,0.22552898248018788,1.2518945200315201,0.2917526072785963
5,0,0.32,1.5,0.5,0.021175097496130457,0.8309830140974166,0.11303822322603424
6,0,0.61,3.0,1.0,0.3730604304217194,1.663063538320643,0.5441474888120107
7,0,0.32,3.0,0.5,0.14916360102311466,0.5899133335945378,0.1349984573216228
8,1,1.83,8.0,2.5,1.3595674294378468,4.163415449508403,2.1718023659018266
9,4,3.01,30.0,3.0,2.14485251966268,11.153685740330767,0.4033515967155856
10,0,1.79,9.0,3.0,0.1998833339947777,0.6963704170394097,1.555083858806352
11,1,3.17,25.0,6.0,1.2731373609038663,12.324489455818114,4.241512359286833
12,1,3.4,15.0,4.0,3.2132816066792045,6.0101570194374645,2.162096349289288
13,2,4.2,15.0,4.0,3.038931863753868,4.413084066162152,3.5623924406504788
14,0,1.2,2.0,1.0,0.7828819222715656,0.4025636378525237,0.03936732652563746
