T,FC,x1,x2,x3,x4,x5
1,1,0.05,1.3,0.5,0.014680641571988923,0.05427740766241447
2,5,1.0,17.8,2.8,0.6839568896880096,6.28292115790672
3,1,0.19,5.0,1.0,0.04396185619050245,2.989242014824576
4,1,0.41,1.5,0.5,0.2649101014944283,0.3695233886497409
5,0,0.32,1.5,0.5,0.2817260757886956,0.15168116817754984
6,0,0.61,3.0,1.0,0.21818103547921508,2.54988435520397
7,3,0.32,3.0,0.5,0.07162874340924176,2.5801410246524084
8,0,1.83,8.0,2.5,1.0265155313592416,1.6737160660197832
9,1,3.01,30.0,3.0,0.9311218104786553,3.4617733468804355
10,3,1.79,9.0,3.0,1.3044018680442522,6.979926578620222
11,0,3.17,25.0,6.0,0.32436154338869555,16.26583220915735
12,0,3.4,15.0,4.0,2.8704237059859303,4.3565917839115995
13,1,4.2,15.0,4.0,0.35428576489584274,3.177751816085102
14,0,1.2,2.0,1.0,0.6373186782939089,0.16098217957017003
