T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
1,2,0.05,1.3,0.5,0.020749795106455915,0.4333340766257546,0.3612962025002273,0.04038239378188503,1.1122339150115454,0.21646538907376833,0.02605956697968532
2,2,1.0,17.8,2.8,0.3657892069437523,7.517125890456335,0.72505857456244,0.5627747316843746,12.349683374816934,1.9227923836620793,0.16436822930999595
3,0,0.19,5.0,1.0,0.03203000098901988,4.327888588874782,0.4589730419188901,0.13280248718337176,4.203800880799735,0.5634190590448133,0.07486422427325319
4,0,0.41,1.5,0.5,0.07261883596078873,1.467243810913766,0.48922084247716596,0.14861387732318362,1.1521841097853895,0.49029315991536304,0.10973752159890476
5,0,0.32,1.5,0.5,0.17603348479934205,0.8483987076271521,0.4795037481678516,0.1864053717057848,1.1948963598636972,0.18800107300772578,0.14961184950196263
6,0,0.61,3.0,1.0,0.3844046791115791,2.006312706112288,0.2669676516427333,0.388343732589789,0.3295205161148407,0.9615275433767388,0.5215424810706076
7,0,0.32,3.0,0.5,0.10527246667873329,1.5080429523361327,0.008884120638270376,0.30948504914823083,2.127140504095311,0.32912563660855476,0.3155730800242001
8,1,1.83,8.0,2.5,0.4399701054705369,5.074649211856821,0.48693610990372893,0.8913801643707195,2.7397345160661875,0.9238432047401026,1.1196799849039454
9,1,3.01,30.0,3.0,0.3873870752118038,9.775577221419564,1.7378906683084474,1.1602031918034597,12.69974079671908,0.5124384679912553,0.5674093555690243
10,1,1.79,9.0,3.0,0.9240867254239001,8.388652803713438,2.4496547240843007,0.8108371959354206,4.1268486524578405,0.8803970513781233,0.6269196661152185
11,1,3.17,25.0,6.0,0.2875331919147559,16.389975240674552,4.150930132888431,2.629496561505727,3.7426280835454904,1.680332568922926,0.9032921834906895
12,0,3.4,15.0,4.0,0.12861441315677236,7.644611213778806,0.7496654537991283,2.1328908976196774,11.46061756826616,0.5177971067657965,2.935359531715537
13,2,4.2,15.0,4.0,1.7008872724674597,10.33425972168972,0.6902336284373551,3.961819477145684,5.394434387126739,1.279269445853548,3.8168114121453787
14,0,1.2,2.0,1.0,0.5117142536258114,1.6965380230327691,0.6595901140835945,0.348897907597403,1.537447480299574,0.8091852909522483,0.6087273541698829
