T,FC,x1,x2,x3,x4,x5,x6,x7,x8,x9
1,2,7.170737563223791,8.393382317424367,4.640335433553897,2.4713338499060535,4.612228031338447,7.91146438101487,3.502670594540406,8.891819510972018,6.365254257529984
2,0,7.162387434737349,6.372267005688985,5.386713105182458,2.5891486023028545,6.82032607129856,6.613802496781583,5.525186437613562,6.073280876648502,7.235558400954275
3,0,3.7211211000899573,7.561261321612967,2.9153042580627675,3.080548488363885,6.439170989434811,6.786275909873329,4.1977122765388,5.567675876723992,6.06372004808717
4,3,8.407484355520278,3.0362859196091097,6.101303866373766,4.541833490900235,2.0346217081263975,10.839814362877227,7.495936572245529,3.1239209412976106,2.7979847981972488
5,5,7.306771457232488,7.463709209616304,2.9431540565323075,6.716449468899244,5.580329446655954,4.087185744389034,3.7278583854140415,7.868802460241264,5.054703341988789
6,5,6.345359170490018,7.107041090297104,3.5508769649507723,5.140375325297754,4.05778141534683,2.408547385067263,3.758161357036646,6.10173282609785,3.1201921222437927
7,3,4.121127395370354,4.630302894504888,6.82653809989265,10.453560720701315,9.102464991560058,7.807318218239811,4.441036174173668,4.991583200419268,2.173624290696481
8,1,2.613271308721971,5.774561650248357,6.338416093593922,7.744921926539133,6.790237646628437,3.9699940269715124,5.865704145708296,6.024438592013309,4.362631520563729
9,3,4.33298567425038,7.3836312715776735,6.777584411285971,7.36352783624187,3.556514954293749,5.04099592800481,8.149160251117765,3.421855128714199,2.4135245237031606
10,0,2.4127724233597627,4.347954947964857,4.3543634306877745,3.5334681778450077,6.335665259127016,4.106906547902192,5.288922856608021,6.10405817476462,2.2245231302336768
11,1,2.285391288765894,4.324577010217018,7.360599011556279,6.678317921791773,8.646915232660309,7.060085883626887,2.3149861921363413,2.28946504715838,5.531369306528104
12,4,4.454763326184615,8.69121831695798,4.606475317128968,4.977416827167504,5.682348457094526,4.089988854869962,7.863590837675623,5.408758081480942,7.360073783801125
13,3,6.522560884555919,3.0486198301294642,2.5771441682120573,4.484100178136376,3.794471028697531,4.680433298242924,7.765197256657603,2.1082373694031724,4.774965457790226
14,5,4.622123362849946,7.090234745538552,4.722028555904811,5.561694476362488,6.2556485642543995,3.196529167153697,3.1933507062080446,7.237882719932192,2.376922608336745
15,3,4.764202476004757,5.255559237306043,5.72318529201015,6.845449254052318,5.586365723712933,3.0267192688503544,9.331393345539848,6.529447482057121,4.862670159326
16,2,4.201404756428077,6.972432587790546,3.460373772446232,3.375927263867111,2.0770465088647234,9.450056815653495,3.0356765227330333,5.124639711308732,4.829601920357714
17,2,2.5790583773119313,2.3605346990807807,5.022340431205484,5.676827399673032,3.115710671120831,5.149880007026408,3.0693796347512654,7.590932470538479,7.803263846424468
18,6,5.128588055503286,11.66538530035285,4.161786028650051,6.395571333635959,2.7401765455279,5.775933296834452,4.413302488511942,3.8255369775656054,5.180942086166018
19,3,6.164764781270024,7.136566011007684,2.325439011167881,6.352728716111049,8.382962082048294,4.09668624369705,3.694041170264966,6.492228128867635,2.0227201774726273
20,2,7.274614428284421,7.368099043134304,6.613942008512888,4.085626412603782,3.781369807388585,5.22210608715659,7.268411752812803,5.565703206539297,3.2046365627229996
