T,FC,x1,x2,x3,x4,x5
1,1,7.284099550976007,7.643486568488331,6.743039019675379,8.69790832314381,3.021839948520707
2,0,2.075180202550987,6.587426980294248,6.596728240160668,7.731378854221633,6.250219704580905
3,1,2.0436166359105017,5.885334678233091,8.442723285718527,7.428597326601447,7.36457906036656
4,0,9.948539884501791,11.218561095823507,6.089007022417942,4.166035293826627,6.418449687558308
5,0,7.074911919527489,6.312673632785625,7.604499080552596,2.885730164148068,4.478020047287517
6,1,7.528762038981293,5.28564750636363,2.244092344149064,4.946892751873371,3.6153120594309467
7,0,7.683095684219849,3.4129297163049657,5.66110051615388,5.522189721167256,2.0526415682495105
8,0,4.003547907848401,5.778877013373344,7.1688307899971555,4.371461312598053,3.608266424759535
9,3,3.162047047890024,8.552468389497037,4.448746901600764,4.373973007764717,6.49058542541899
10,0,6.326436589491019,9.465934118512266,2.575194107202158,10.566087218404839,3.365752419730187
11,1,3.307242482750289,7.007606166860146,8.059776162159647,6.090695688403476,6.158990686275934
12,1,6.046781843081543,7.852906182321043,4.018500568988945,3.0073002588678204,10.850744386243747
13,0,7.558127720774189,5.962176036089025,5.33285970806054,5.37220740147519,8.56278425448801
14,0,7.072515379373222,7.817266263966295,5.538448583774652,5.116585439142603,5.411859613372162
15,1,2.5175348671864928,7.436052222086033,7.071041586527656,7.621034352412505,5.568828208366664
16,2,7.129261581992215,5.202927500317937,4.961237393927142,6.06954031398211,4.055093063321048
17,0,3.4098449814972804,5.784494905574851,10.593463096621567,6.866459561729062,5.076307376344955
18,2,4.472680949181068,3.7099046413099455,8.074687082766808,3.282203851756329,6.688915978698393
19,0,4.380663339004078,9.140623627994103,4.284361659264022,4.574390791291954,5.039321137527354
20,0,5.178488854507121,3.7024309122474,3.268806014917871,4.489006354170388,5.047349288429117
